115.883	1.079	12.693	0.573
120.069	1.158	13.560	0.363
123.432	1.224	13.144	0.359
131.428	1.389	14.160	0.310
140.560	1.590	16.099	0.407
147.071	1.742	16.564	0.291
155.486	1.948	17.317	0.617
162.230	2.122	17.137	0.238
171.798	2.381	18.134	0.388
181.674	2.665	19.447	0.629

