-1,000	100001,792	9444,000
-0,900	100001,792	9415,000
-0,800	100001,792	9250,000
-0,700	100002,816	8825,000
-0,600	100002,816	9199,000
-0,500	100002,816	9358,000
-0,400	100002,816	9630,000
-0,300	100001,792	9600,000
-0,200	100002,816	9725,000
-0,100	100002,816	9583,000
-0,090	100002,816	9577,000
-0,080	100002,816	9473,000
-0,070	100001,792	9760,000
-0,060	100002,816	9763,000
-0,050	100001,792	9606,000
-0,040	100002,816	9780,000
-0,030	100002,816	9609,000
-0,020	100002,816	9724,000
-0,010	200004,608	19394,000
0,010	200005,632	19444,000
0,020	100002,816	9606,000
0,030	100002,816	9651,000
0,040	100002,816	9596,000
0,050	100002,816	9583,000
0,060	100001,792	9737,000
0,070	100001,792	9470,000
0,080	100002,816	9559,000
0,090	100001,792	9677,000
0,100	100002,816	9674,000
0,200	100001,792	9494,000
0,300	100002,816	9644,000
0,400	100001,792	9556,000
0,500	100001,792	9696,000
0,600	100001,792	9668,000
0,700	100001,792	9500,000
0,800	100002,816	9344,000
0,900	100002,816	9013,000
1,000	100001,792	9211,000
2,000	100007,936	9687,000
-2,000	100005,888	9676,000
3,000	100004,864	9142,000
-3,000	100005,888	9305,000
4,000	100007,936	9680,000
-4,000	100006,912	9725,000
5,000	100009,984	9410,000
-5,000	100007,936	9015,000
6,000	100006,912	9427,000
-6,000	100005,888	9702,000
7,000	100007,936	9610,000
-7,000	100007,936	9655,000
8,000	100008,960	9428,000
-8,000	100006,912	9793,000
9,000	100006,912	9831,000
-9,000	100009,984	9787,000
10,000	100007,936	9704,000
-10,000	100007,936	9769,000
