0.990	100002.816	30908.000
-0.990	100002.816	31708.000
0.980	100002.816	30824.000
-0.980	100001.792	31419.000
0.970	100001.792	30658.000
-0.970	100002.816	31482.000
0.960	100002.816	30558.000
-0.960	100001.792	31698.000
0.950	100001.792	30761.000
-0.950	100002.816	31222.000
0.940	100002.816	30688.000
-0.940	100002.816	31500.000
0.930	100001.792	30408.000
-0.930	100001.792	31526.000
0.920	100002.816	30798.000
-0.920	100002.816	31456.000
0.910	100002.816	30935.000
-0.910	100002.816	31290.000
0.900	100002.816	30742.000
-0.900	100002.816	31616.000
0.890	100002.816	31043.000
-0.890	100002.816	31183.000
0.880	100002.816	30855.000
-0.880	100002.816	31240.000
0.870	100002.816	30787.000
-0.870	100002.816	31250.000
0.860	100002.816	31002.000
-0.860	100002.816	31379.000
0.850	100002.816	31060.000
-0.850	100002.816	31035.000
0.840	100002.816	30687.000
-0.840	100002.816	30973.000
0.830	100002.816	30797.000
-0.830	100001.792	31138.000
0.820	100002.816	31131.000
-0.820	100002.816	31300.000
0.810	100001.792	31122.000
-0.810	100002.816	30882.000
0.800	100001.792	30791.000
-0.800	100002.816	31174.000
0.790	100002.816	31014.000
-0.790	100002.816	30948.000
0.780	100001.792	31139.000
-0.780	100002.816	30901.000
0.770	100001.792	31440.000
-0.770	100001.792	30850.000
0.760	100001.792	31345.000
-0.760	100002.816	30755.000
0.750	100002.816	31426.000
-0.750	100002.816	30493.000
0.740	100002.816	31221.000
-0.740	100002.816	30829.000
0.730	100002.816	31217.000
-0.730	100002.816	30292.000
0.720	100002.816	31342.000
-0.720	100002.816	30487.000
0.710	100002.816	31102.000
-0.710	100002.816	30396.000
0.700	100002.816	31361.000
-0.700	100001.792	30387.000
0.690	100002.816	31362.000
-0.690	100001.792	30576.000
0.680	100001.792	31699.000
-0.680	100002.816	30515.000
0.670	100001.792	31659.000
-0.670	100001.792	30866.000
0.660	100002.816	31555.000
-0.660	100001.792	30517.000
0.650	100001.792	31736.000
-0.650	100002.816	30702.000
0.640	100002.816	32006.000
-0.640	100001.792	30825.000
0.630	100002.816	31454.000
-0.630	100002.816	30629.000
0.620	100002.816	31760.000
-0.620	100002.816	30859.000
0.610	100002.816	31747.000
-0.610	100002.816	30948.000
0.600	100001.792	31377.000
-0.600	100002.816	31039.000
0.590	100001.792	31559.000
-0.590	100002.816	31167.000
0.580	100002.816	31599.000
-0.580	100002.816	31378.000
0.570	100002.816	31564.000
-0.570	100002.816	30805.000
0.560	100001.792	31823.000
-0.560	100002.816	31353.000
0.550	100002.816	31753.000
-0.550	100002.816	31185.000
0.540	100002.816	31694.000
-0.540	100002.816	31422.000
0.530	100002.816	31553.000
-0.530	100001.792	31341.000
0.520	100002.816	31496.000
-0.520	100002.816	31133.000
0.510	100002.816	31550.000
-0.510	100002.816	31213.000
0.500	100002.816	31330.000
-0.500	100002.816	31118.000
0.490	100002.816	33388.000
-0.490	100001.792	32977.000
0.480	100002.816	33221.000
-0.480	100001.792	33108.000
0.480	102086.656	34059.000
-0.480	102086.656	33554.000
0.470	100002.816	33016.000
-0.470	100002.816	33219.000
0.460	100002.816	33065.000
-0.460	100002.816	33038.000
0.450	100002.816	32980.000
-0.450	100001.792	32793.000
0.440	100002.816	32898.000
-0.440	100002.816	32718.000
