10.000	1001.472	93.000
-10.000	1001.472	61.000
0.100	100002.816	16190.000
-0.100	100002.816	16231.000
0.010	1000020.992	163323.000
-0.010	1000020.992	111019.000
0.010	1000020.992	13920.000
-0.010	1000020.992	14096.000
0.050	200004.608	2739.000
-0.050	200004.608	2814.000
0.100	1000025.088	13808.000
-0.100	1000026.112	14005.000
0.500	200009.728	2784.000
-0.500	200007.680	2727.000
0.900	11112.448	169.000
-0.900	11112.448	160.000
0.900	11112.448	131.000
-0.900	11112.448	153.000
0.900	111114.240	1437.000
-0.900	111113.216	1478.000
1.000	100002.816	1365.000
-1.000	100002.816	1410.000
2.000	100003.840	1351.000
-2.000	100002.816	1352.000
4.000	100003.840	1409.000
-4.000	100003.840	1403.000
8.000	100005.888	1431.000
-8.000	100005.888	1376.000
10.000	1001.472	93.000
-10.000	1001.472	61.000
0.100	100002.816	16190.000
-0.100	100002.816	16231.000
0.010	1000020.992	163323.000
-0.010	1000020.992	111019.000
0.010	1000020.992	13920.000
-0.010	1000020.992	14096.000
0.050	200004.608	2739.000
-0.050	200004.608	2814.000
0.100	1000025.088	13808.000
-0.100	1000026.112	14005.000
0.500	200009.728	2784.000
-0.500	200007.680	2727.000
0.900	11112.448	169.000
-0.900	11112.448	160.000
0.900	11112.448	131.000
-0.900	11112.448	153.000
0.900	111114.240	1437.000
-0.900	111113.216	1478.000
1.000	100002.816	1365.000
-1.000	100002.816	1410.000
2.000	100003.840	1351.000
-2.000	100002.816	1352.000
4.000	100003.840	1409.000
-4.000	100003.840	1403.000
8.000	100005.888	1431.000
-8.000	100005.888	1376.000
10.000	100009.984	1450.000
-10.000	100008.960	1361.000
5.000	100004.864	1275.000
-5.000	100004.864	1314.000
