-1,900	1768469,504	24453,000
-1,800	1800055,808	24925,000
-1,700	1764755,456	24467,000
-1,600	1800050,688	25301,000
-1,500	1760047,104	24456,000
-1,400	1800048,640	25068,000
-1,300	1753892,864	24656,000
-1,200	1800043,520	25029,000
-1,100	1745499,136	23755,000
-1,000	1800048,640	24261,000
1,000	1800048,640	24328,000
1,100	1745502,208	23299,000
1,200	1800046,592	24304,000
1,300	1753892,864	24097,000
1,400	1800047,616	24894,000
1,500	1760050,176	24267,000
1,600	1800053,760	25112,000
1,700	1764759,552	24422,000
1,800	1800054,784	25109,000
1,900	1768476,672	24441,000
