Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:19:28 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

40,5	65,4528571308	0,00610501	0,02442	3006,72732826	0,412075943287
41	65,1918312624	0,00610501	0,029304	3000,44002458	0,412939432166
41,5	64,6697795256	0,00488401	0,00976801	2987,67872733	0,414703223833
42	64,4087536572	0,00610501	0,032967	2981,20499861	0,415603757735
42,5	64,1477277888	0,00610501	0,01221	2974,66939521	0,41651687478
43	63,625676052	0,00610501	0,020757	2961,41310827	0,418381345223
43,5	63,3646501836	0,00610501	0,028083	2954,69269986	0,419332947911
44	63,0383678481	0,00610501	0,021978	2946,20596834	0,420540862829
44,5	62,5163161113	0,00610501	0,019536	2932,42858189	0,422516683834
45	62,2552902429	0,00610501	0,025641	2925,44852337	0,423524799736
45,5	61,9942643745	0,00610501	0,00976801	2918,40774741	0,424546570335
46	61,7332385061	0,00610501	0,040293	2911,30640012	0,425582137267
46,5	61,2111867693	0,00610501	0,00610501	2896,92258237	0,4276952403
47	60,9501609009	0,00610501	0,029304	2889,64041046	0,428773073465
47,5	60,6891350325	0,00610501	0,018315	2882,29826428	0,429865297202
48	60,4281091641	0,00610501	0,010989	2874,89629624	0,430972067278
48,5	59,9060574273	0,00610501	0,029304	2859,91351028	0,433229884592
49	59,6450315589	0,00610501	0,013431	2852,33300333	0,434381258624
49,5	59,3187492234	0,00610501	0,030525	2842,77413827	0,435841871263
50	58,7966974866	0,00610501	0,02442	2827,28832939	0,438229092915
50,5	58,5356716182	0,00610501	0,013431	2819,45732408	0,439446268407
51	58,2746457498	0,00610501	0,026862	2811,56780116	0,440679395848
51,5	57,752594013	0,00610501	0,017094	2795,61385866	0,443194254515
52	57,4915681446	0,00610501	0,015873	2787,54977021	0,444476368903
52,5	57,2305422762	0,00610501	0,031746	2779,42782639	0,445775201729
53	56,9042599407	0,00610501	0,00732601	2769,19429441	0,447422559877
53,5	56,3822082039	0,00610501	0,040293	2752,63399074	0,450114328373
54	56,1211823355	0,00610501	0,00732601	2744,26805664	0,451486507305
54,5	55,8601564671	0,00610501	0,023199	2735,84516546	0,452876506186
55	55,337944395	0,00610501	0,020757	2718,82395158	0,455711742306
55,5	55,077132307	0,00610501	0,013431	2710,23826872	0,457155377924
56	54,815785768	0,00610501	0,030525	2701,57866094	0,458620738279
56,5	54,489770658	0,00610501	0,013431	2690,69751567	0,460475394497
57	53,967612031	0,00854701	0,02442	2673,08849393	0,463508784993
57,5	53,706799943	0,014652	0,02442	2664,20976308	0,465053471829
58	53,510656426	0,026862	0,015873	2657,496141	0,466228334591
58,5	52,923829228	0,017094	0,026862	2637,22449405	0,469812108448
59	52,662482689	0,010989	0,021978	2628,10724644	0,471441948071
59,5	52,401670601	0,025641	0,018315	2618,95413073	0,473089614462
60	51,879511974	0,019536	0,026862	2600,46625475	0,476453019814
60,5	51,618699886	0,026862	0,00732601	2591,15080074	0,478165917493
61	51,357353347	0,0525031	0,040293	2581,76240159	0,479904734547
61,5	51,096541259	0,045177	0,00610501	2572,33965014	0,481662676206
62	50,50917961	0,0769231	0,029304	2550,92426733	0,485706304914
62,5	50,247833071	0,0769231	0,019536	2541,30918139	0,487543982871
63	49,987020983	0,0793651	0,00732601	2531,6610458	0,489402008241
63,5	49,464862356	0,101343	0,031746	2512,18756158	0,493195659013
64	49,204050268	0,102564	0,01221	2502,38254845	0,495128133293
64,5	48,942703729	0,120879	0,02442	2492,50543202	0,49709019049
65	48,681891641	0,118437	0,029304	2482,59681408	0,499074192383
65,5	48,159733014	0,119658	0,01221	2462,60489197	0,503125777115
66	47,898920926	0,148962	0,019536	2452,54246468	0,505190029467
66,5	47,637574387	0,150183	0,040293	2442,40844251	0,50728616002
67	47,050747189	0,155067	0,00610501	2419,46868638	0,512095902284
67,5	46,78940065	0,179487	0,042735	2409,17051771	0,514284892204
68	46,593791584	0,172161	0,013431	2401,4298756	0,515942610937
68,5	46,267242023	0,199023	0,020757	2388,44533544	0,51874748047
69	45,745617847	0,192918	0,034188	2367,54330197	0,523327281478
69,5	45,484271308	0,191697	0,017094	2356,99697287	0,525668897441
70	45,22345922	0,205128	0,023199	2346,42332153	0,528037711112
70,5	44,962112681	0,216117	0,029304	2335,77923338	0,530443965891
71	44,440488505	0,218559	0,014652	2314,3895142	0,535346359116
71,5	44,113938944	0,234432	0,014652	2300,90127888	0,538484641376
72	43,853126856	0,246642	0,040293	2290,07464473	0,541030399534
72,5	43,330968229	0,23199	0,00732601	2268,25681619	0,546234443629
73	43,06962169	0,261294	0,026862	2257,26588107	0,548894133559
73,5	42,808809602	0,251526	0,028083	2246,25060155	0,551585828912
74	42,286650975	0,25641	0,010989	2224,05782849	0,557089831088
74,5	42,025838887	0,301587	0,025641	2212,9035101	0,559897887253
75	41,764492348	0,300366	0,02442	2201,68034019	0,562751993278
75,5	41,242868172	0,330891	0,014652	2179,14317947	0,568572093689
76	40,981521633	0,351648	0,020757	2167,78347471	0,571551547678
76,5	40,655506523	0,358974	0,028083	2153,54968509	0,575329191881
77	40,459363006	0,373626	0,00732601	2144,95245419	0,577635181413
77,5	39,872535808	0,407814	0,035409	2119,08133361	0,584687326697
78	39,676392291	0,404151	0,018315	2110,38436326	0,587096844334
78,5	39,350377181	0,405372	0,00976801	2095,87424088	0,591161423636
79	39,089030642	0,43956	0,029304	2084,19333169	0,594474601354
79,5	38,567406466	0,438339	0,026862	2060,74988227	0,601237447911
80	38,306059927	0,449328	0,013431	2048,93978979	0,604702981598
80,5	37,980044817	0,46398	0,020757	2034,14763402	0,609100332385
81	37,718698278	0,478632	0,018315	2022,2420785	0,612686291702
81,5	37,196539651	0,500611	0,00854701	1998,32955289	0,620017853516
82	36,935727563	0,527473	0,0512821	1986,32325019	0,623765542632
82,5	36,674915475	0,509158	0,020757	1974,27578902	0,627571895929
83	36,152756848	0,516484	0,0537241	1950,03349447	0,635373701793
83,5	35,826207287	0,522589	0,0781441	1934,79031361	0,640379472278
84	35,630598221	0,506716	0,0769231	1925,62924329	0,643426040769
84,5	35,108439594	0,522589	0,101343	1901,06506235	0,651739924393
85	34,847627506	0,504274	0,151404	1888,73628729	0,655994173637
85,5	34,521077945	0,487179	0,159951	1873,24490895	0,661419120414
86	34,325468879	0,482295	0,216117	1863,9361208	0,664722350823
86,5	33,73810723	0,474969	0,301587	1835,85420014	0,674890195476
87	33,477295142	0,433455	0,334554	1823,32267244	0,679528653225
87,5	33,215948603	0,409035	0,444444	1810,72756839	0,684255335605
88	32,694324427	0,349206	0,518926	1785,47649808	0,693932404786
88,5	32,367774866	0,290598	0,566545	1769,59325392	0,700160897006
89	32,106962778	0,260073	0,647131	1756,86614144	0,705233011654
89,5	31,845616239	0,188034	0,70696	1744,0764331	0,710404645396
90	31,323457612	0,144078	0,724054	1718,41476106	0,721013359565
90,5	31,062645524	0,123321	0,798535	1705,54347736	0,726454655921
91	30,801833436	0,0525031	0,797314	1692,63685319	0,731993987763
91,5	30,279674809	0,029304	0,803419	1666,6920272	0,743388688358
92	30,084065743	0,00732601	0,810745	1656,93691878	0,747765340948
