Time,CH A,CH B,
2.68384E-2,1.03813E-1,1.36375E-2,
2.68634E-2,8.7813E-2,8.8375E-3,
2.68884E-2,1.07813E-1,1.36375E-2,
2.69135E-2,9.1813E-2,8.8375E-3,
2.69385E-2,1.11813E-1,1.36375E-2,
2.69635E-2,9.5813E-2,8.8375E-3,
2.69885E-2,1.11813E-1,1.36375E-2,
2.70135E-2,9.5813E-2,8.0375E-3,
2.70385E-2,1.11813E-1,1.36375E-2,
2.70635E-2,9.5813E-2,8.8375E-3,
2.70885E-2,1.15813E-1,1.44375E-2,
2.71136E-2,9.5813E-2,8.8375E-3,
2.71386E-2,1.15813E-1,1.36375E-2,
2.71636E-2,9.9813E-2,9.6375E-3,
2.71886E-2,1.19813E-1,1.36375E-2,
2.72136E-2,1.03813E-1,9.6375E-3,
2.72386E-2,1.19813E-1,1.36375E-2,
2.72636E-2,1.07813E-1,8.8375E-3,
2.72886E-2,1.23813E-1,1.44375E-2,
2.73137E-2,1.07813E-1,9.6375E-3,
2.73387E-2,1.27813E-1,1.44375E-2,
2.73637E-2,1.11813E-1,8.8375E-3,
2.73887E-2,1.27813E-1,1.36375E-2,
2.74137E-2,1.15813E-1,8.8375E-3,
2.74387E-2,1.31813E-1,1.36375E-2,
2.74637E-2,1.15813E-1,1.04375E-2,
2.74887E-2,1.31813E-1,1.36375E-2,
2.75138E-2,1.19813E-1,9.6375E-3,
2.75388E-2,1.39813E-1,1.52375E-2,
2.75638E-2,1.19813E-1,9.6375E-3,
2.75888E-2,1.39813E-1,1.44375E-2,
2.76138E-2,1.27813E-1,1.04375E-2,
2.76388E-2,1.43813E-1,1.44375E-2,
2.76638E-2,1.27813E-1,1.04375E-2,
2.76888E-2,1.43813E-1,1.44375E-2,
2.77139E-2,1.23813E-1,9.6375E-3,
2.77389E-2,1.43813E-1,1.44375E-2,
2.77639E-2,1.23813E-1,9.6375E-3,
2.77889E-2,1.39813E-1,1.44375E-2,
2.78139E-2,1.23813E-1,9.6375E-3,
2.78389E-2,1.43813E-1,1.44375E-2,
2.78639E-2,1.27813E-1,8.8375E-3,
2.78889E-2,1.47813E-1,1.44375E-2,
2.7914E-2,1.35813E-1,9.6375E-3,
2.7939E-2,1.55813E-1,1.52375E-2,
2.7964E-2,1.43813E-1,1.04375E-2,
2.7989E-2,1.63813E-1,1.44375E-2,
2.8014E-2,1.47813E-1,1.04375E-2,
2.8039E-2,1.63813E-1,1.44375E-2,
2.8064E-2,1.51813E-1,1.04375E-2,
2.8089E-2,1.67813E-1,1.44375E-2,
2.81141E-2,1.51813E-1,9.6375E-3,
2.81391E-2,1.67813E-1,1.52375E-2,
2.81641E-2,1.51813E-1,9.6375E-3,
2.81891E-2,1.67813E-1,1.44375E-2,
2.82141E-2,1.51813E-1,1.04375E-2,
2.82391E-2,1.63813E-1,1.52375E-2,
2.82641E-2,1.47813E-1,9.6375E-3,
2.82891E-2,1.67813E-1,1.52375E-2,
2.83142E-2,1.51813E-1,1.04375E-2,
2.83392E-2,1.67813E-1,1.44375E-2,
2.83642E-2,1.51813E-1,1.04375E-2,
2.83892E-2,1.67813E-1,1.44375E-2,
2.84142E-2,1.55813E-1,1.12375E-2,
2.84392E-2,1.71813E-1,1.60375E-2,
2.84642E-2,1.51813E-1,1.04375E-2,
2.84892E-2,1.67813E-1,1.52375E-2,
2.85143E-2,1.51813E-1,1.04375E-2,
2.85393E-2,1.71813E-1,1.60375E-2,
2.85643E-2,1.51813E-1,1.04375E-2,
2.85893E-2,1.67813E-1,1.52375E-2,
2.86143E-2,1.51813E-1,1.04375E-2,
2.86393E-2,1.67813E-1,1.60375E-2,
2.86643E-2,1.51813E-1,1.12375E-2,
2.86893E-2,1.67813E-1,1.60375E-2,
2.87144E-2,1.55813E-1,1.04375E-2,
2.87394E-2,1.71813E-1,1.60375E-2,
2.87644E-2,1.55813E-1,1.04375E-2,
2.87894E-2,1.75813E-1,1.60375E-2,
2.88144E-2,1.59813E-1,1.04375E-2,
2.88394E-2,1.75813E-1,1.52375E-2,
2.88644E-2,1.59813E-1,1.04375E-2,
2.88894E-2,1.75813E-1,1.60375E-2,
2.89145E-2,1.59813E-1,1.04375E-2,
2.89395E-2,1.75813E-1,1.52375E-2,
2.89645E-2,1.63813E-1,1.04375E-2,
2.89895E-2,1.79813E-1,1.52375E-2,
2.90145E-2,1.63813E-1,1.04375E-2,
2.90395E-2,1.79813E-1,1.60375E-2,
2.90645E-2,1.67813E-1,1.04375E-2,
2.90895E-2,1.83813E-1,1.60375E-2,
2.91146E-2,1.67813E-1,1.04375E-2,
2.91396E-2,1.83813E-1,1.60375E-2,
2.91646E-2,1.67813E-1,1.12375E-2,
2.91896E-2,1.83813E-1,1.60375E-2,
2.92146E-2,1.71813E-1,1.04375E-2,
2.92396E-2,1.87813E-1,1.60375E-2,
2.92646E-2,1.75813E-1,1.04375E-2,
2.92896E-2,1.91813E-1,1.68375E-2,
2.93147E-2,1.79813E-1,1.12375E-2,
2.93397E-2,1.99813E-1,1.52375E-2,
2.93647E-2,1.83813E-1,1.12375E-2,
2.93897E-2,1.99813E-1,1.60375E-2,
2.94147E-2,1.87813E-1,1.04375E-2,
2.94397E-2,2.03813E-1,1.52375E-2,
2.94647E-2,1.91813E-1,1.04375E-2,
2.94897E-2,2.07813E-1,1.60375E-2,
2.95148E-2,1.91813E-1,1.12375E-2,
2.95398E-2,2.07813E-1,1.60375E-2,
2.95648E-2,1.95813E-1,1.20375E-2,
2.95898E-2,2.15813E-1,1.60375E-2,
2.96148E-2,1.99813E-1,1.12375E-2,
2.96398E-2,2.15813E-1,1.52375E-2,
2.96648E-2,1.99813E-1,1.12375E-2,
2.96898E-2,2.15813E-1,1.60375E-2,
2.97149E-2,1.99813E-1,1.04375E-2,
2.97399E-2,2.19813E-1,1.52375E-2,
2.97649E-2,2.03813E-1,1.12375E-2,
2.97899E-2,2.19813E-1,1.60375E-2,
2.98149E-2,2.03813E-1,1.12375E-2,
2.98399E-2,2.19813E-1,1.68375E-2,
2.98649E-2,2.03813E-1,1.12375E-2,
2.98899E-2,2.19813E-1,1.60375E-2,
2.9915E-2,2.03813E-1,1.12375E-2,
2.994E-2,2.19813E-1,1.60375E-2,
2.9965E-2,2.07813E-1,1.04375E-2,
2.999E-2,2.23813E-1,1.60375E-2,
3.0015E-2,2.07813E-1,1.04375E-2,
3.004E-2,2.23813E-1,1.60375E-2,
3.0065E-2,2.03813E-1,1.12375E-2,
3.009E-2,2.23813E-1,1.60375E-2,
3.01151E-2,1.95813E-1,1.12375E-2,
3.01401E-2,2.15813E-1,1.68375E-2,
3.01651E-2,1.91813E-1,1.12375E-2,
3.01901E-2,2.11813E-1,1.68375E-2,
3.02151E-2,1.91813E-1,1.12375E-2,
3.02401E-2,2.07813E-1,1.60375E-2,
3.02651E-2,1.87813E-1,1.12375E-2,
3.02901E-2,2.07813E-1,1.60375E-2,
3.03152E-2,1.91813E-1,1.04375E-2,
3.03402E-2,2.07813E-1,1.60375E-2,
3.03652E-2,1.91813E-1,1.04375E-2,
3.03902E-2,2.07813E-1,1.76375E-2,
3.04152E-2,1.91813E-1,1.12375E-2,
3.04402E-2,2.07813E-1,1.68375E-2,
3.04652E-2,1.91813E-1,1.12375E-2,
3.04902E-2,2.11813E-1,1.68375E-2,
3.05153E-2,1.87813E-1,1.04375E-2,
3.05403E-2,2.07813E-1,1.60375E-2,
3.05653E-2,1.87813E-1,1.12375E-2,
3.05903E-2,2.07813E-1,1.60375E-2,
3.06153E-2,1.87813E-1,1.12375E-2,
3.06403E-2,2.07813E-1,1.52375E-2,
3.06653E-2,1.87813E-1,1.12375E-2,
3.06903E-2,2.03813E-1,1.60375E-2,
3.07154E-2,1.87813E-1,1.04375E-2,
3.07404E-2,2.03813E-1,1.60375E-2,
3.07654E-2,1.87813E-1,1.04375E-2,
3.07904E-2,2.03813E-1,1.60375E-2,
3.08154E-2,1.87813E-1,1.12375E-2,
3.08404E-2,2.03813E-1,1.68375E-2,
3.08654E-2,1.87813E-1,1.04375E-2,
3.08904E-2,2.03813E-1,1.68375E-2,
3.09155E-2,1.83813E-1,1.12375E-2,
3.09405E-2,1.99813E-1,1.60375E-2,
3.09655E-2,1.79813E-1,1.04375E-2,
3.09905E-2,1.99813E-1,1.52375E-2,
3.10155E-2,1.79813E-1,1.12375E-2,
3.10405E-2,1.95813E-1,1.68375E-2,
3.10655E-2,1.79813E-1,1.04375E-2,
3.10905E-2,1.95813E-1,1.60375E-2,
3.11156E-2,1.83813E-1,1.12375E-2,
3.11406E-2,1.99813E-1,1.60375E-2,
3.11656E-2,1.79813E-1,1.04375E-2,
3.11906E-2,1.99813E-1,1.60375E-2,
3.12156E-2,1.75813E-1,1.12375E-2,
3.12406E-2,1.95813E-1,1.52375E-2,
3.12656E-2,1.75813E-1,1.12375E-2,
3.12906E-2,1.91813E-1,1.60375E-2,
3.13157E-2,1.75813E-1,1.12375E-2,
3.13407E-2,1.91813E-1,1.60375E-2,
3.13657E-2,1.75813E-1,1.04375E-2,
3.13907E-2,1.87813E-1,1.68375E-2,
3.14157E-2,1.71813E-1,1.20375E-2,
3.14407E-2,1.87813E-1,1.60375E-2,
3.14657E-2,1.71813E-1,1.12375E-2,
3.14907E-2,1.87813E-1,1.60375E-2,
3.15158E-2,1.75813E-1,1.12375E-2,
3.15408E-2,1.91813E-1,1.60375E-2,
3.15658E-2,1.71813E-1,1.12375E-2,
3.15908E-2,1.87813E-1,1.60375E-2,
3.16158E-2,1.67813E-1,1.12375E-2,
3.16408E-2,1.87813E-1,1.52375E-2,
3.16658E-2,1.67813E-1,1.04375E-2,
3.16908E-2,1.83813E-1,1.60375E-2,
3.17159E-2,1.67813E-1,1.04375E-2,
3.17409E-2,1.83813E-1,1.60375E-2,
3.17659E-2,1.67813E-1,1.04375E-2,
3.17909E-2,1.83813E-1,1.60375E-2,
3.18159E-2,1.67813E-1,1.12375E-2,
3.18409E-2,1.83813E-1,1.52375E-2,
3.18659E-2,1.63813E-1,1.04375E-2,
3.18909E-2,1.79813E-1,1.52375E-2,
3.1916E-2,1.63813E-1,1.12375E-2,
3.1941E-2,1.79813E-1,1.60375E-2,
3.1966E-2,1.63813E-1,1.04375E-2,
3.1991E-2,1.83813E-1,1.52375E-2,
3.2016E-2,1.67813E-1,1.12375E-2,
3.2041E-2,1.83813E-1,1.60375E-2,
3.2066E-2,1.67813E-1,1.12375E-2,
3.2091E-2,1.83813E-1,1.60375E-2,
3.21161E-2,1.67813E-1,1.12375E-2,
3.21411E-2,1.83813E-1,1.52375E-2,
3.21661E-2,1.67813E-1,1.12375E-2,
3.21911E-2,1.83813E-1,1.44375E-2,
3.22161E-2,1.63813E-1,1.12375E-2,
3.22411E-2,1.79813E-1,1.52375E-2,
3.22661E-2,1.59813E-1,1.04375E-2,
3.22911E-2,1.79813E-1,1.60375E-2,
3.23162E-2,1.55813E-1,9.6375E-3,
3.23412E-2,1.75813E-1,1.52375E-2,
3.23662E-2,1.55813E-1,1.04375E-2,
3.23912E-2,1.71813E-1,1.52375E-2,
3.24162E-2,1.51813E-1,1.12375E-2,
3.24412E-2,1.67813E-1,1.60375E-2,
3.24662E-2,1.47813E-1,1.12375E-2,
3.24912E-2,1.63813E-1,1.60375E-2,
3.25163E-2,1.43813E-1,9.6375E-3,
3.25413E-2,1.63813E-1,1.52375E-2,
3.25663E-2,1.43813E-1,1.12375E-2,
3.25913E-2,1.59813E-1,1.60375E-2,
3.26163E-2,1.43813E-1,1.04375E-2,
3.26413E-2,1.59813E-1,1.52375E-2,
3.26663E-2,1.47813E-1,1.04375E-2,
3.26913E-2,1.59813E-1,1.52375E-2,
3.27164E-2,1.43813E-1,1.04375E-2,
3.27414E-2,1.59813E-1,1.60375E-2,
3.27664E-2,1.39813E-1,1.04375E-2,
3.27914E-2,1.59813E-1,1.52375E-2,
3.28164E-2,1.39813E-1,9.6375E-3,
3.28414E-2,1.59813E-1,1.44375E-2,
3.28664E-2,1.39813E-1,9.6375E-3,
3.28914E-2,1.55813E-1,1.52375E-2,
3.29165E-2,1.39813E-1,9.6375E-3,
3.29415E-2,1.55813E-1,1.44375E-2,
3.29665E-2,1.39813E-1,1.04375E-2,
3.29915E-2,1.55813E-1,1.52375E-2,
3.30165E-2,1.39813E-1,1.04375E-2,
3.30415E-2,1.55813E-1,1.44375E-2,
3.30665E-2,1.39813E-1,1.04375E-2,
3.30915E-2,1.55813E-1,1.44375E-2,
3.31166E-2,1.35813E-1,1.04375E-2,
3.31416E-2,1.55813E-1,1.52375E-2,
3.31666E-2,1.39813E-1,1.04375E-2,
3.31916E-2,1.55813E-1,1.44375E-2,
3.32166E-2,1.39813E-1,1.04375E-2,
3.32416E-2,1.55813E-1,1.44375E-2,
3.32666E-2,1.35813E-1,9.6375E-3,
3.32916E-2,1.55813E-1,1.60375E-2,
3.33167E-2,1.35813E-1,1.04375E-2,
3.33417E-2,1.51813E-1,1.52375E-2,
3.33667E-2,1.35813E-1,1.04375E-2,
3.33917E-2,1.51813E-1,1.44375E-2,
3.34167E-2,1.35813E-1,9.6375E-3,
3.34417E-2,1.51813E-1,1.44375E-2,
3.34667E-2,1.31813E-1,9.6375E-3,
3.34917E-2,1.51813E-1,1.44375E-2,
3.35168E-2,1.35813E-1,9.6375E-3,
3.35418E-2,1.51813E-1,1.36375E-2,
3.35668E-2,1.31813E-1,9.6375E-3,
3.35918E-2,1.47813E-1,1.44375E-2,
3.36168E-2,1.27813E-1,1.04375E-2,
3.36418E-2,1.47813E-1,1.44375E-2,
3.36668E-2,1.23813E-1,9.6375E-3,
3.36918E-2,1.43813E-1,1.44375E-2,
3.37169E-2,1.23813E-1,8.8375E-3,
3.37419E-2,1.39813E-1,1.44375E-2,
3.37669E-2,1.23813E-1,9.6375E-3,
3.37919E-2,1.43813E-1,1.44375E-2,
3.38169E-2,1.27813E-1,9.6375E-3,
3.38419E-2,1.43813E-1,1.36375E-2,
3.38669E-2,1.27813E-1,8.8375E-3,
3.38919E-2,1.47813E-1,1.44375E-2,
3.3917E-2,1.31813E-1,9.6375E-3,
3.3942E-2,1.47813E-1,1.44375E-2,
3.3967E-2,1.31813E-1,9.6375E-3,
3.3992E-2,1.47813E-1,1.52375E-2,
3.4017E-2,1.31813E-1,8.8375E-3,
3.4042E-2,1.47813E-1,1.44375E-2,
3.4067E-2,1.31813E-1,8.8375E-3,
3.4092E-2,1.47813E-1,1.44375E-2,
3.41171E-2,1.27813E-1,9.6375E-3,
3.41421E-2,1.47813E-1,1.36375E-2,
3.41671E-2,1.27813E-1,8.0375E-3,
3.41921E-2,1.43813E-1,1.36375E-2,
3.42171E-2,1.27813E-1,8.8375E-3,
3.42421E-2,1.47813E-1,1.36375E-2,
3.42671E-2,1.31813E-1,9.6375E-3,
3.42921E-2,1.47813E-1,1.36375E-2,
3.43172E-2,1.27813E-1,8.8375E-3,
3.43422E-2,1.47813E-1,1.36375E-2,
3.43672E-2,1.35813E-1,8.8375E-3,
3.43922E-2,1.51813E-1,1.28375E-2,
3.44172E-2,1.35813E-1,8.8375E-3,
3.44422E-2,1.51813E-1,1.36375E-2,
3.44672E-2,1.31813E-1,8.8375E-3,
3.44922E-2,1.51813E-1,1.28375E-2,
3.45173E-2,1.31813E-1,8.8375E-3,
3.45423E-2,1.51813E-1,1.36375E-2,
3.45673E-2,1.31813E-1,8.8375E-3,
3.45923E-2,1.47813E-1,1.28375E-2,
3.46173E-2,1.27813E-1,8.8375E-3,
3.46423E-2,1.43813E-1,1.36375E-2,
3.46673E-2,1.27813E-1,8.0375E-3,
3.46923E-2,1.43813E-1,1.36375E-2,
3.47174E-2,1.27813E-1,8.0375E-3,
3.47424E-2,1.43813E-1,1.20375E-2,
3.47674E-2,1.23813E-1,8.0375E-3,
3.47924E-2,1.43813E-1,1.36375E-2,
3.48174E-2,1.23813E-1,7.2375E-3,
3.48424E-2,1.43813E-1,1.28375E-2,
3.48674E-2,1.19813E-1,8.0375E-3,
3.48924E-2,1.35813E-1,1.20375E-2,
3.49175E-2,1.19813E-1,8.8375E-3,
3.49425E-2,1.39813E-1,1.20375E-2,
3.49675E-2,1.19813E-1,8.0375E-3,
3.49925E-2,1.35813E-1,1.20375E-2,
3.50175E-2,1.19813E-1,8.0375E-3,
3.50425E-2,1.35813E-1,1.20375E-2,
3.50675E-2,1.19813E-1,8.0375E-3,
3.50925E-2,1.35813E-1,1.28375E-2,
3.51176E-2,1.15813E-1,8.0375E-3,
3.51426E-2,1.35813E-1,1.20375E-2,
3.51676E-2,1.11813E-1,7.2375E-3,
3.51926E-2,1.31813E-1,1.28375E-2,
3.52176E-2,1.07813E-1,7.2375E-3,
3.52426E-2,1.27813E-1,1.20375E-2,
3.52676E-2,1.07813E-1,7.2375E-3,
3.52926E-2,1.27813E-1,1.20375E-2,
3.53177E-2,1.03813E-1,7.2375E-3,
3.53427E-2,1.23813E-1,1.20375E-2,
3.53677E-2,1.03813E-1,7.2375E-3,
3.53927E-2,1.23813E-1,1.12375E-2,
3.54177E-2,9.9813E-2,8.0375E-3,
3.54427E-2,1.15813E-1,1.20375E-2,
3.54677E-2,9.9813E-2,7.2375E-3,
3.54927E-2,1.19813E-1,1.12375E-2,
3.55178E-2,9.9813E-2,7.2375E-3,
3.55428E-2,1.15813E-1,1.20375E-2,
3.55678E-2,9.5813E-2,7.2375E-3,
3.55928E-2,1.11813E-1,1.12375E-2,
3.56178E-2,9.5813E-2,7.2375E-3,
3.56428E-2,1.11813E-1,1.20375E-2,
3.56678E-2,9.5813E-2,8.0375E-3,
3.56928E-2,1.11813E-1,1.20375E-2,
3.57179E-2,9.5813E-2,6.4375E-3,
3.57429E-2,1.11813E-1,1.12375E-2,
3.57679E-2,9.1813E-2,7.2375E-3,
3.57929E-2,1.11813E-1,1.12375E-2,
3.58179E-2,9.5813E-2,7.2375E-3,
3.58429E-2,1.15813E-1,1.20375E-2,
3.58679E-2,9.9813E-2,6.4375E-3,
3.58929E-2,1.19813E-1,1.12375E-2,
3.5918E-2,1.03813E-1,6.4375E-3,
3.5943E-2,1.19813E-1,1.12375E-2,
3.5968E-2,1.03813E-1,7.2375E-3,
3.5993E-2,1.19813E-1,1.12375E-2,
3.6018E-2,1.03813E-1,7.2375E-3,
3.6043E-2,1.19813E-1,1.20375E-2,
3.6068E-2,9.9813E-2,5.6375E-3,
3.6093E-2,1.19813E-1,1.04375E-2,
3.61181E-2,1.03813E-1,5.6375E-3,
3.61431E-2,1.19813E-1,1.04375E-2,
3.61681E-2,1.03813E-1,6.4375E-3,
3.61931E-2,1.23813E-1,1.04375E-2,
3.62181E-2,1.07813E-1,6.4375E-3,
3.62431E-2,1.23813E-1,1.04375E-2,
3.62681E-2,1.03813E-1,5.6375E-3,
3.62931E-2,1.23813E-1,1.04375E-2,
3.63182E-2,1.03813E-1,5.6375E-3,
3.63432E-2,1.23813E-1,1.04375E-2,
3.63682E-2,1.07813E-1,5.6375E-3,
3.63932E-2,1.23813E-1,9.6375E-3,
3.64182E-2,1.11813E-1,5.6375E-3,
3.64432E-2,1.23813E-1,1.04375E-2,
3.64682E-2,1.07813E-1,5.6375E-3,
3.64932E-2,1.23813E-1,9.6375E-3,
3.65183E-2,1.07813E-1,5.6375E-3,
3.65433E-2,1.23813E-1,1.04375E-2,
3.65683E-2,1.03813E-1,4.8375E-3,
3.65933E-2,1.23813E-1,1.04375E-2,
3.66183E-2,9.9813E-2,5.6375E-3,
3.66433E-2,1.19813E-1,1.04375E-2,
3.66683E-2,9.9813E-2,4.8375E-3,
3.66933E-2,1.15813E-1,9.6375E-3,
3.67184E-2,9.9813E-2,4.8375E-3,
3.67434E-2,1.15813E-1,9.6375E-3,
3.67684E-2,9.9813E-2,5.6375E-3,
3.67934E-2,1.15813E-1,9.6375E-3,
3.68184E-2,9.5813E-2,4.8375E-3,
3.68434E-2,1.11813E-1,1.04375E-2,
3.68684E-2,9.5813E-2,4.0375E-3,
3.68934E-2,1.15813E-1,1.04375E-2,
3.69185E-2,9.5813E-2,4.0375E-3,
3.69435E-2,1.15813E-1,8.8375E-3,
3.69685E-2,9.1813E-2,4.8375E-3,
3.69935E-2,1.11813E-1,8.8375E-3,
3.70185E-2,8.7813E-2,4.8375E-3,
3.70435E-2,1.07813E-1,8.8375E-3,
3.70685E-2,8.7813E-2,4.0375E-3,
3.70935E-2,1.07813E-1,8.8375E-3,
3.71186E-2,8.7813E-2,4.0375E-3,
3.71436E-2,1.03813E-1,8.8375E-3,
3.71686E-2,8.7813E-2,4.0375E-3,
3.71936E-2,1.07813E-1,8.8375E-3,
3.72186E-2,8.7813E-2,4.0375E-3,
3.72436E-2,1.11813E-1,8.0375E-3,
3.72686E-2,9.1813E-2,4.0375E-3,
3.72936E-2,1.07813E-1,8.8375E-3,
3.73187E-2,8.7813E-2,4.0375E-3,
3.73437E-2,1.07813E-1,8.8375E-3,
3.73687E-2,8.7813E-2,3.2375E-3,
3.73937E-2,1.07813E-1,8.0375E-3,
3.74187E-2,8.7813E-2,3.2375E-3,
3.74437E-2,1.07813E-1,8.0375E-3,
3.74687E-2,8.7813E-2,4.0375E-3,
3.74937E-2,1.03813E-1,8.0375E-3,
3.75188E-2,8.7813E-2,3.2375E-3,
3.75438E-2,1.03813E-1,8.0375E-3,
3.75688E-2,8.3813E-2,3.2375E-3,
3.75938E-2,1.03813E-1,8.0375E-3,
3.76188E-2,8.3813E-2,3.2375E-3,
3.76438E-2,1.03813E-1,8.0375E-3,
3.76688E-2,8.7813E-2,3.2375E-3,
3.76938E-2,1.03813E-1,8.0375E-3,
3.77189E-2,8.7813E-2,1.6375E-3,
3.77439E-2,1.03813E-1,8.0375E-3,
3.77689E-2,8.7813E-2,1.6375E-3,
3.77939E-2,1.07813E-1,8.0375E-3,
3.78189E-2,9.1813E-2,2.4375E-3,
3.78439E-2,1.07813E-1,8.8375E-3,
3.78689E-2,9.1813E-2,1.6375E-3,
3.78939E-2,1.11813E-1,7.2375E-3,
3.7919E-2,9.1813E-2,2.4375E-3,
3.7944E-2,1.11813E-1,7.2375E-3,
3.7969E-2,9.5813E-2,2.4375E-3,
3.7994E-2,1.11813E-1,7.2375E-3,
3.8019E-2,9.5813E-2,2.4375E-3,
3.8044E-2,1.11813E-1,7.2375E-3,
3.8069E-2,9.1813E-2,1.6375E-3,
3.8094E-2,1.11813E-1,6.4375E-3,
3.81191E-2,9.5813E-2,2.4375E-3,
3.81441E-2,1.11813E-1,7.2375E-3,
3.81691E-2,9.5813E-2,1.6375E-3,
3.81941E-2,1.15813E-1,7.2375E-3,
3.82191E-2,9.5813E-2,1.6375E-3,
3.82441E-2,1.15813E-1,7.2375E-3,
3.82691E-2,9.5813E-2,1.6375E-3,
3.82941E-2,1.15813E-1,6.4375E-3,
3.83192E-2,9.5813E-2,1.6375E-3,
3.83442E-2,1.15813E-1,6.4375E-3,
3.83692E-2,9.9813E-2,1.6375E-3,
3.83942E-2,1.19813E-1,6.4375E-3,
3.84192E-2,1.03813E-1,8.375E-4,
3.84442E-2,1.19813E-1,7.2375E-3,
3.84692E-2,1.03813E-1,1.6375E-3,
3.84942E-2,1.19813E-1,6.4375E-3,
3.85193E-2,9.9813E-2,8.375E-4,
3.85443E-2,1.19813E-1,5.6375E-3,
3.85693E-2,1.03813E-1,8.375E-4,
3.85943E-2,1.19813E-1,6.4375E-3,
3.86193E-2,1.03813E-1,8.375E-4,
3.86443E-2,1.19813E-1,5.6375E-3,
3.86693E-2,1.03813E-1,8.375E-4,
3.86943E-2,1.23813E-1,5.6375E-3,
3.87194E-2,1.03813E-1,8.375E-4,
3.87444E-2,1.19813E-1,5.6375E-3,
3.87694E-2,9.9813E-2,3.75E-5,
3.87944E-2,1.19813E-1,5.6375E-3,
3.88194E-2,9.9813E-2,8.375E-4,
3.88444E-2,1.19813E-1,5.6375E-3,
3.88694E-2,9.9813E-2,3.75E-5,
3.88944E-2,1.15813E-1,4.8375E-3,
3.89195E-2,9.5813E-2,3.75E-5,
3.89445E-2,1.15813E-1,4.8375E-3,
3.89695E-2,9.5813E-2,-7.625E-4,
3.89945E-2,1.15813E-1,4.8375E-3,
3.90195E-2,9.9813E-2,3.75E-5,
3.90445E-2,1.15813E-1,5.6375E-3,
3.90695E-2,9.5813E-2,3.75E-5,
3.90945E-2,1.15813E-1,5.6375E-3,
3.91196E-2,9.5813E-2,3.75E-5,
3.91446E-2,1.11813E-1,4.8375E-3,
3.91696E-2,9.5813E-2,-7.625E-4,
3.91946E-2,1.11813E-1,4.8375E-3,
3.92196E-2,9.5813E-2,-7.625E-4,
3.92446E-2,1.11813E-1,4.8375E-3,
3.92696E-2,9.5813E-2,-7.625E-4,
3.92946E-2,1.11813E-1,4.0375E-3,
3.93197E-2,9.5813E-2,-1.5625E-3,
3.93447E-2,1.11813E-1,3.2375E-3,
3.93697E-2,9.1813E-2,-7.625E-4,
3.93947E-2,1.11813E-1,4.0375E-3,
3.94197E-2,9.1813E-2,-1.5625E-3,
3.94447E-2,1.07813E-1,3.2375E-3,
3.94697E-2,8.7813E-2,-7.625E-4,
3.94947E-2,1.07813E-1,4.0375E-3,
3.95198E-2,8.7813E-2,3.75E-5,
3.95448E-2,1.03813E-1,3.2375E-3,
3.95698E-2,8.7813E-2,-7.625E-4,
3.95948E-2,1.03813E-1,3.2375E-3,
3.96198E-2,8.3813E-2,-1.5625E-3,
3.96448E-2,1.03813E-1,2.4375E-3,
3.96698E-2,8.3813E-2,-2.3625E-3,
3.96948E-2,9.9813E-2,4.0375E-3,
3.97199E-2,8.3813E-2,-1.5625E-3,
3.97449E-2,1.03813E-1,4.0375E-3,
3.97699E-2,8.7813E-2,-1.5625E-3,
3.97949E-2,1.03813E-1,2.4375E-3,
3.98199E-2,8.7813E-2,-2.3625E-3,
3.98449E-2,1.03813E-1,3.2375E-3,
3.98699E-2,8.3813E-2,-2.3625E-3,
3.98949E-2,1.03813E-1,3.2375E-3,
3.992E-2,8.7813E-2,-2.3625E-3,
3.9945E-2,1.03813E-1,3.2375E-3,
3.997E-2,8.7813E-2,-2.3625E-3,
3.9995E-2,1.07813E-1,2.4375E-3,
4.002E-2,8.7813E-2,-2.3625E-3,
4.0045E-2,1.07813E-1,2.4375E-3,
4.007E-2,9.1813E-2,-3.1625E-3,
4.0095E-2,1.07813E-1,2.4375E-3,
4.01201E-2,8.7813E-2,-2.3625E-3,
4.01451E-2,1.03813E-1,2.4375E-3,
4.01701E-2,8.3813E-2,-2.3625E-3,
4.01951E-2,9.9813E-2,2.4375E-3,
4.02201E-2,8.3813E-2,-2.3625E-3,
4.02451E-2,9.9813E-2,1.6375E-3,
4.02701E-2,8.3813E-2,-2.3625E-3,
4.02951E-2,9.9813E-2,1.6375E-3,
4.03202E-2,8.3813E-2,-3.1625E-3,
4.03452E-2,9.9813E-2,1.6375E-3,
4.03702E-2,7.9813E-2,-2.3625E-3,
4.03952E-2,9.9813E-2,1.6375E-3,
4.04202E-2,7.9813E-2,-3.1625E-3,
4.04452E-2,9.9813E-2,1.6375E-3,
4.04702E-2,8.3813E-2,-3.1625E-3,
4.04952E-2,9.9813E-2,8.375E-4,
4.05203E-2,8.3813E-2,-3.9625E-3,
4.05453E-2,9.9813E-2,8.375E-4,
4.05703E-2,7.5813E-2,-4.7625E-3,
4.05953E-2,9.5813E-2,8.375E-4,
4.06203E-2,7.5813E-2,-3.9625E-3,
4.06453E-2,9.5813E-2,8.375E-4,
4.06703E-2,7.5813E-2,-3.9625E-3,
4.06953E-2,9.5813E-2,8.375E-4,
4.07204E-2,7.1813E-2,-3.9625E-3,
4.07454E-2,9.1813E-2,8.375E-4,
4.07704E-2,7.1813E-2,-4.7625E-3,
4.07954E-2,9.1813E-2,8.375E-4,
