Time,CH A,CH B,
1.32316E-2,1.43813E-1,-1.27625E-2,
1.32566E-2,1.23813E-1,-1.75625E-2,
1.32816E-2,1.43813E-1,-1.27625E-2,
1.33067E-2,1.27813E-1,-1.67625E-2,
1.33317E-2,1.43813E-1,-1.19625E-2,
1.33567E-2,1.27813E-1,-1.67625E-2,
1.33817E-2,1.43813E-1,-1.19625E-2,
1.34067E-2,1.27813E-1,-1.67625E-2,
1.34317E-2,1.43813E-1,-1.19625E-2,
1.34567E-2,1.27813E-1,-1.67625E-2,
1.34817E-2,1.43813E-1,-1.11625E-2,
1.35068E-2,1.27813E-1,-1.67625E-2,
1.35318E-2,1.43813E-1,-1.19625E-2,
1.35568E-2,1.27813E-1,-1.67625E-2,
1.35818E-2,1.43813E-1,-1.19625E-2,
1.36068E-2,1.27813E-1,-1.59625E-2,
1.36318E-2,1.43813E-1,-1.19625E-2,
1.36568E-2,1.27813E-1,-1.67625E-2,
1.36818E-2,1.43813E-1,-1.19625E-2,
1.37069E-2,1.27813E-1,-1.67625E-2,
1.37319E-2,1.43813E-1,-1.19625E-2,
1.37569E-2,1.27813E-1,-1.59625E-2,
1.37819E-2,1.43813E-1,-1.19625E-2,
1.38069E-2,1.23813E-1,-1.59625E-2,
1.38319E-2,1.47813E-1,-1.19625E-2,
1.38569E-2,1.31813E-1,-1.75625E-2,
1.38819E-2,1.47813E-1,-1.11625E-2,
1.3907E-2,1.31813E-1,-1.67625E-2,
1.3932E-2,1.47813E-1,-1.11625E-2,
1.3957E-2,1.31813E-1,-1.59625E-2,
1.3982E-2,1.47813E-1,-1.19625E-2,
1.4007E-2,1.35813E-1,-1.67625E-2,
1.4032E-2,1.51813E-1,-1.19625E-2,
1.4057E-2,1.39813E-1,-1.67625E-2,
1.4082E-2,1.55813E-1,-1.11625E-2,
1.41071E-2,1.39813E-1,-1.59625E-2,
1.41321E-2,1.55813E-1,-1.19625E-2,
1.41571E-2,1.39813E-1,-1.59625E-2,
1.41821E-2,1.55813E-1,-1.11625E-2,
1.42071E-2,1.39813E-1,-1.51625E-2,
1.42321E-2,1.55813E-1,-1.11625E-2,
1.42571E-2,1.39813E-1,-1.67625E-2,
1.42821E-2,1.55813E-1,-1.03625E-2,
1.43072E-2,1.39813E-1,-1.67625E-2,
1.43322E-2,1.55813E-1,-1.11625E-2,
1.43572E-2,1.39813E-1,-1.67625E-2,
1.43822E-2,1.55813E-1,-1.11625E-2,
1.44072E-2,1.43813E-1,-1.59625E-2,
1.44322E-2,1.59813E-1,-1.11625E-2,
1.44572E-2,1.39813E-1,-1.59625E-2,
1.44822E-2,1.59813E-1,-1.11625E-2,
1.45073E-2,1.39813E-1,-1.67625E-2,
1.45323E-2,1.55813E-1,-1.11625E-2,
1.45573E-2,1.35813E-1,-1.51625E-2,
1.45823E-2,1.51813E-1,-1.11625E-2,
1.46073E-2,1.31813E-1,-1.67625E-2,
1.46323E-2,1.51813E-1,-1.11625E-2,
1.46573E-2,1.31813E-1,-1.51625E-2,
1.46823E-2,1.47813E-1,-1.11625E-2,
1.47074E-2,1.31813E-1,-1.59625E-2,
1.47324E-2,1.47813E-1,-1.11625E-2,
1.47574E-2,1.31813E-1,-1.51625E-2,
1.47824E-2,1.47813E-1,-1.03625E-2,
1.48074E-2,1.31813E-1,-1.51625E-2,
1.48324E-2,1.47813E-1,-1.11625E-2,
1.48574E-2,1.27813E-1,-1.51625E-2,
1.48824E-2,1.43813E-1,-1.03625E-2,
1.49075E-2,1.27813E-1,-1.51625E-2,
1.49325E-2,1.43813E-1,-1.11625E-2,
1.49575E-2,1.27813E-1,-1.51625E-2,
1.49825E-2,1.47813E-1,-1.03625E-2,
1.50075E-2,1.31813E-1,-1.51625E-2,
1.50325E-2,1.47813E-1,-1.11625E-2,
1.50575E-2,1.31813E-1,-1.51625E-2,
1.50825E-2,1.47813E-1,-1.03625E-2,
1.51076E-2,1.27813E-1,-1.43625E-2,
1.51326E-2,1.43813E-1,-1.03625E-2,
1.51576E-2,1.27813E-1,-1.43625E-2,
1.51826E-2,1.43813E-1,-1.03625E-2,
1.52076E-2,1.27813E-1,-1.43625E-2,
1.52326E-2,1.43813E-1,-1.03625E-2,
1.52576E-2,1.23813E-1,-1.51625E-2,
1.52826E-2,1.39813E-1,-8.7625E-3,
1.53077E-2,1.23813E-1,-1.43625E-2,
1.53327E-2,1.39813E-1,-9.5625E-3,
1.53577E-2,1.19813E-1,-1.51625E-2,
1.53827E-2,1.39813E-1,-9.5625E-3,
1.54077E-2,1.19813E-1,-1.51625E-2,
1.54327E-2,1.39813E-1,-9.5625E-3,
1.54577E-2,1.23813E-1,-1.43625E-2,
1.54827E-2,1.39813E-1,-9.5625E-3,
1.55078E-2,1.19813E-1,-1.43625E-2,
1.55328E-2,1.39813E-1,-1.03625E-2,
1.55578E-2,1.19813E-1,-1.35625E-2,
1.55828E-2,1.35813E-1,-9.5625E-3,
1.56078E-2,1.15813E-1,-1.43625E-2,
1.56328E-2,1.35813E-1,-9.5625E-3,
1.56578E-2,1.19813E-1,-1.43625E-2,
1.56828E-2,1.31813E-1,-9.5625E-3,
1.57079E-2,1.19813E-1,-1.43625E-2,
1.57329E-2,1.35813E-1,-9.5625E-3,
1.57579E-2,1.15813E-1,-1.43625E-2,
1.57829E-2,1.35813E-1,-9.5625E-3,
1.58079E-2,1.15813E-1,-1.43625E-2,
1.58329E-2,1.35813E-1,-9.5625E-3,
1.58579E-2,1.19813E-1,-1.35625E-2,
1.58829E-2,1.35813E-1,-8.7625E-3,
1.5908E-2,1.15813E-1,-1.51625E-2,
1.5933E-2,1.35813E-1,-7.9625E-3,
1.5958E-2,1.15813E-1,-1.35625E-2,
1.5983E-2,1.31813E-1,-8.7625E-3,
1.6008E-2,1.15813E-1,-1.35625E-2,
1.6033E-2,1.31813E-1,-9.5625E-3,
1.6058E-2,1.07813E-1,-1.35625E-2,
1.6083E-2,1.27813E-1,-8.7625E-3,
1.61081E-2,1.11813E-1,-1.27625E-2,
1.61331E-2,1.27813E-1,-8.7625E-3,
1.61581E-2,1.07813E-1,-1.27625E-2,
1.61831E-2,1.27813E-1,-8.7625E-3,
1.62081E-2,1.11813E-1,-1.27625E-2,
1.62331E-2,1.27813E-1,-8.7625E-3,
1.62581E-2,1.11813E-1,-1.35625E-2,
1.62831E-2,1.27813E-1,-8.7625E-3,
1.63082E-2,1.11813E-1,-1.27625E-2,
1.63332E-2,1.27813E-1,-8.7625E-3,
1.63582E-2,1.11813E-1,-1.27625E-2,
1.63832E-2,1.31813E-1,-8.7625E-3,
1.64082E-2,1.15813E-1,-1.27625E-2,
1.64332E-2,1.31813E-1,-8.7625E-3,
1.64582E-2,1.15813E-1,-1.27625E-2,
1.64832E-2,1.39813E-1,-8.7625E-3,
1.65083E-2,1.19813E-1,-1.27625E-2,
1.65333E-2,1.35813E-1,-7.1625E-3,
1.65583E-2,1.19813E-1,-1.27625E-2,
1.65833E-2,1.35813E-1,-7.9625E-3,
1.66083E-2,1.19813E-1,-1.27625E-2,
1.66333E-2,1.35813E-1,-7.1625E-3,
1.66583E-2,1.19813E-1,-1.27625E-2,
1.66833E-2,1.39813E-1,-7.9625E-3,
1.67084E-2,1.23813E-1,-1.27625E-2,
1.67334E-2,1.43813E-1,-7.9625E-3,
1.67584E-2,1.23813E-1,-1.35625E-2,
1.67834E-2,1.43813E-1,-7.9625E-3,
1.68084E-2,1.23813E-1,-1.11625E-2,
1.68334E-2,1.43813E-1,-7.1625E-3,
1.68584E-2,1.27813E-1,-1.19625E-2,
1.68834E-2,1.43813E-1,-7.1625E-3,
1.69085E-2,1.27813E-1,-1.11625E-2,
1.69335E-2,1.47813E-1,-7.1625E-3,
1.69585E-2,1.27813E-1,-1.19625E-2,
1.69835E-2,1.47813E-1,-7.1625E-3,
1.70085E-2,1.27813E-1,-1.11625E-2,
1.70335E-2,1.43813E-1,-7.1625E-3,
1.70585E-2,1.31813E-1,-1.19625E-2,
1.70835E-2,1.47813E-1,-7.1625E-3,
1.71086E-2,1.31813E-1,-1.19625E-2,
1.71336E-2,1.51813E-1,-6.3625E-3,
1.71586E-2,1.35813E-1,-1.11625E-2,
1.71836E-2,1.47813E-1,-7.1625E-3,
1.72086E-2,1.35813E-1,-1.11625E-2,
1.72336E-2,1.51813E-1,-7.1625E-3,
1.72586E-2,1.35813E-1,-1.03625E-2,
1.72836E-2,1.51813E-1,-7.1625E-3,
1.73087E-2,1.35813E-1,-1.11625E-2,
1.73337E-2,1.51813E-1,-6.3625E-3,
1.73587E-2,1.35813E-1,-1.11625E-2,
1.73837E-2,1.51813E-1,-7.1625E-3,
1.74087E-2,1.35813E-1,-1.19625E-2,
1.74337E-2,1.51813E-1,-6.3625E-3,
1.74587E-2,1.35813E-1,-1.03625E-2,
1.74837E-2,1.55813E-1,-5.5625E-3,
1.75088E-2,1.39813E-1,-1.11625E-2,
1.75338E-2,1.55813E-1,-6.3625E-3,
1.75588E-2,1.39813E-1,-1.11625E-2,
1.75838E-2,1.55813E-1,-5.5625E-3,
1.76088E-2,1.39813E-1,-1.11625E-2,
1.76338E-2,1.55813E-1,-5.5625E-3,
1.76588E-2,1.35813E-1,-1.03625E-2,
1.76838E-2,1.55813E-1,-5.5625E-3,
1.77089E-2,1.39813E-1,-1.03625E-2,
1.77339E-2,1.55813E-1,-5.5625E-3,
1.77589E-2,1.39813E-1,-9.5625E-3,
1.77839E-2,1.55813E-1,-4.7625E-3,
1.78089E-2,1.43813E-1,-1.03625E-2,
1.78339E-2,1.59813E-1,-6.3625E-3,
1.78589E-2,1.39813E-1,-1.11625E-2,
1.78839E-2,1.59813E-1,-5.5625E-3,
1.7909E-2,1.39813E-1,-9.5625E-3,
1.7934E-2,1.55813E-1,-5.5625E-3,
1.7959E-2,1.39813E-1,-1.03625E-2,
1.7984E-2,1.55813E-1,-5.5625E-3,
1.8009E-2,1.39813E-1,-9.5625E-3,
1.8034E-2,1.55813E-1,-4.7625E-3,
1.8059E-2,1.39813E-1,-9.5625E-3,
1.8084E-2,1.55813E-1,-5.5625E-3,
1.81091E-2,1.39813E-1,-9.5625E-3,
1.81341E-2,1.55813E-1,-5.5625E-3,
1.81591E-2,1.39813E-1,-1.03625E-2,
1.81841E-2,1.55813E-1,-3.9625E-3,
1.82091E-2,1.35813E-1,-9.5625E-3,
1.82341E-2,1.51813E-1,-4.7625E-3,
1.82591E-2,1.31813E-1,-9.5625E-3,
1.82841E-2,1.47813E-1,-3.9625E-3,
1.83092E-2,1.31813E-1,-1.03625E-2,
1.83342E-2,1.47813E-1,-4.7625E-3,
1.83592E-2,1.31813E-1,-9.5625E-3,
1.83842E-2,1.43813E-1,-3.9625E-3,
1.84092E-2,1.31813E-1,-9.5625E-3,
1.84342E-2,1.47813E-1,-4.7625E-3,
1.84592E-2,1.27813E-1,-7.9625E-3,
1.84842E-2,1.43813E-1,-4.7625E-3,
1.85093E-2,1.27813E-1,-8.7625E-3,
1.85343E-2,1.43813E-1,-4.7625E-3,
1.85593E-2,1.23813E-1,-8.7625E-3,
1.85843E-2,1.43813E-1,-3.9625E-3,
1.86093E-2,1.23813E-1,-8.7625E-3,
1.86343E-2,1.39813E-1,-3.9625E-3,
1.86593E-2,1.19813E-1,-8.7625E-3,
1.86843E-2,1.35813E-1,-4.7625E-3,
1.87094E-2,1.19813E-1,-7.9625E-3,
1.87344E-2,1.39813E-1,-3.1625E-3,
1.87594E-2,1.23813E-1,-7.1625E-3,
1.87844E-2,1.39813E-1,-3.1625E-3,
1.88094E-2,1.23813E-1,-7.9625E-3,
1.88344E-2,1.39813E-1,-3.9625E-3,
1.88594E-2,1.23813E-1,-7.9625E-3,
1.88844E-2,1.43813E-1,-3.1625E-3,
1.89095E-2,1.23813E-1,-7.1625E-3,
1.89345E-2,1.43813E-1,-3.9625E-3,
1.89595E-2,1.23813E-1,-7.9625E-3,
1.89845E-2,1.39813E-1,-3.9625E-3,
1.90095E-2,1.19813E-1,-7.9625E-3,
1.90345E-2,1.35813E-1,-3.1625E-3,
1.90595E-2,1.19813E-1,-8.7625E-3,
1.90845E-2,1.35813E-1,-3.9625E-3,
1.91096E-2,1.19813E-1,-7.1625E-3,
1.91346E-2,1.35813E-1,-1.5625E-3,
1.91596E-2,1.19813E-1,-7.1625E-3,
1.91846E-2,1.39813E-1,-2.3625E-3,
1.92096E-2,1.19813E-1,-7.1625E-3,
1.92346E-2,1.39813E-1,-2.3625E-3,
1.92596E-2,1.19813E-1,-7.1625E-3,
1.92846E-2,1.39813E-1,-2.3625E-3,
1.93097E-2,1.15813E-1,-6.3625E-3,
1.93347E-2,1.31813E-1,-2.3625E-3,
1.93597E-2,1.15813E-1,-7.9625E-3,
1.93847E-2,1.31813E-1,-2.3625E-3,
1.94097E-2,1.11813E-1,-7.1625E-3,
1.94347E-2,1.27813E-1,-2.3625E-3,
1.94597E-2,1.11813E-1,-5.5625E-3,
1.94847E-2,1.27813E-1,-1.5625E-3,
1.95098E-2,1.11813E-1,-6.3625E-3,
1.95348E-2,1.27813E-1,-2.3625E-3,
1.95598E-2,1.07813E-1,-6.3625E-3,
1.95848E-2,1.27813E-1,-2.3625E-3,
1.96098E-2,1.07813E-1,-6.3625E-3,
1.96348E-2,1.23813E-1,-1.5625E-3,
1.96598E-2,1.03813E-1,-6.3625E-3,
1.96848E-2,1.23813E-1,-2.3625E-3,
1.97099E-2,1.07813E-1,-5.5625E-3,
1.97349E-2,1.23813E-1,-1.5625E-3,
1.97599E-2,1.03813E-1,-5.5625E-3,
1.97849E-2,1.19813E-1,-1.5625E-3,
1.98099E-2,1.03813E-1,-6.3625E-3,
1.98349E-2,1.19813E-1,-1.5625E-3,
1.98599E-2,9.9813E-2,-7.1625E-3,
1.98849E-2,1.15813E-1,-7.625E-4,
1.991E-2,9.9813E-2,-5.5625E-3,
1.9935E-2,1.15813E-1,-7.625E-4,
1.996E-2,9.5813E-2,-5.5625E-3,
1.9985E-2,1.15813E-1,-7.625E-4,
2.001E-2,9.1813E-2,-6.3625E-3,
2.0035E-2,1.11813E-1,-7.625E-4,
2.006E-2,9.1813E-2,-5.5625E-3,
2.0085E-2,1.07813E-1,3.75E-5,
2.01101E-2,8.3813E-2,-5.5625E-3,
2.01351E-2,1.03813E-1,3.75E-5,
2.01601E-2,8.3813E-2,-4.7625E-3,
2.01851E-2,1.03813E-1,-7.625E-4,
2.02101E-2,8.3813E-2,-5.5625E-3,
2.02351E-2,9.9813E-2,3.75E-5,
2.02601E-2,8.3813E-2,-4.7625E-3,
2.02851E-2,9.9813E-2,-7.625E-4,
2.03102E-2,8.3813E-2,-4.7625E-3,
2.03352E-2,9.9813E-2,-7.625E-4,
2.03602E-2,8.3813E-2,-4.7625E-3,
2.03852E-2,9.9813E-2,8.375E-4,
2.04102E-2,8.3813E-2,-4.7625E-3,
2.04352E-2,9.9813E-2,3.75E-5,
2.04602E-2,8.3813E-2,-3.9625E-3,
2.04852E-2,9.9813E-2,8.375E-4,
2.05103E-2,7.9813E-2,-3.9625E-3,
2.05353E-2,9.9813E-2,8.375E-4,
2.05603E-2,7.9813E-2,-3.9625E-3,
2.05853E-2,9.5813E-2,1.6375E-3,
2.06103E-2,7.9813E-2,-3.9625E-3,
2.06353E-2,9.5813E-2,8.375E-4,
2.06603E-2,7.5813E-2,-3.9625E-3,
2.06853E-2,9.1813E-2,8.375E-4,
2.07104E-2,7.5813E-2,-4.7625E-3,
2.07354E-2,9.1813E-2,8.375E-4,
2.07604E-2,7.5813E-2,-3.9625E-3,
2.07854E-2,9.5813E-2,8.375E-4,
2.08104E-2,7.5813E-2,-3.9625E-3,
2.08354E-2,9.1813E-2,8.375E-4,
2.08604E-2,7.5813E-2,-3.1625E-3,
2.08854E-2,9.1813E-2,8.375E-4,
2.09105E-2,7.5813E-2,-3.1625E-3,
2.09355E-2,9.1813E-2,1.6375E-3,
2.09605E-2,7.1813E-2,-3.1625E-3,
2.09855E-2,9.1813E-2,1.6375E-3,
2.10105E-2,7.1813E-2,-3.9625E-3,
2.10355E-2,8.7813E-2,1.6375E-3,
2.10605E-2,7.1813E-2,-3.1625E-3,
2.10855E-2,8.7813E-2,1.6375E-3,
2.11106E-2,7.1813E-2,-2.3625E-3,
2.11356E-2,9.1813E-2,1.6375E-3,
2.11606E-2,7.1813E-2,-2.3625E-3,
2.11856E-2,8.7813E-2,2.4375E-3,
2.12106E-2,6.7813E-2,-3.1625E-3,
2.12356E-2,8.7813E-2,1.6375E-3,
2.12606E-2,6.7813E-2,-2.3625E-3,
2.12856E-2,8.7813E-2,1.6375E-3,
2.13107E-2,6.7813E-2,-2.3625E-3,
2.13357E-2,8.3813E-2,2.4375E-3,
2.13607E-2,6.7813E-2,-2.3625E-3,
2.13857E-2,8.3813E-2,2.4375E-3,
2.14107E-2,6.7813E-2,-2.3625E-3,
2.14357E-2,8.3813E-2,2.4375E-3,
2.14607E-2,6.7813E-2,-2.3625E-3,
2.14857E-2,8.3813E-2,2.4375E-3,
2.15108E-2,6.7813E-2,-2.3625E-3,
2.15358E-2,8.3813E-2,2.4375E-3,
2.15608E-2,6.3813E-2,-2.3625E-3,
2.15858E-2,8.3813E-2,2.4375E-3,
2.16108E-2,6.3813E-2,-1.5625E-3,
2.16358E-2,7.9813E-2,3.2375E-3,
2.16608E-2,5.9813E-2,-1.5625E-3,
2.16858E-2,7.9813E-2,3.2375E-3,
2.17109E-2,5.9813E-2,-1.5625E-3,
2.17359E-2,7.9813E-2,3.2375E-3,
2.17609E-2,5.9813E-2,-1.5625E-3,
2.17859E-2,7.9813E-2,3.2375E-3,
2.18109E-2,5.9813E-2,-1.5625E-3,
2.18359E-2,7.5813E-2,3.2375E-3,
2.18609E-2,5.9813E-2,-1.5625E-3,
2.18859E-2,7.5813E-2,4.0375E-3,
2.1911E-2,5.5813E-2,-1.5625E-3,
2.1936E-2,7.5813E-2,4.0375E-3,
2.1961E-2,5.9813E-2,-7.625E-4,
2.1986E-2,7.5813E-2,3.2375E-3,
2.2011E-2,5.5813E-2,-7.625E-4,
2.2036E-2,7.5813E-2,4.0375E-3,
2.2061E-2,5.9813E-2,-7.625E-4,
2.2086E-2,7.5813E-2,4.8375E-3,
2.21111E-2,5.9813E-2,-1.5625E-3,
2.21361E-2,7.5813E-2,4.8375E-3,
2.21611E-2,5.9813E-2,-7.625E-4,
2.21861E-2,7.5813E-2,4.0375E-3,
2.22111E-2,5.9813E-2,3.75E-5,
2.22361E-2,7.5813E-2,4.8375E-3,
2.22611E-2,5.9813E-2,-7.625E-4,
2.22861E-2,7.9813E-2,4.8375E-3,
2.23112E-2,6.3813E-2,3.75E-5,
2.23362E-2,8.3813E-2,4.8375E-3,
2.23612E-2,6.7813E-2,-7.625E-4,
2.23862E-2,8.3813E-2,4.8375E-3,
2.24112E-2,6.3813E-2,3.75E-5,
2.24362E-2,8.3813E-2,4.8375E-3,
2.24612E-2,6.3813E-2,3.75E-5,
2.24862E-2,8.3813E-2,4.8375E-3,
2.25113E-2,6.3813E-2,8.375E-4,
2.25363E-2,8.3813E-2,5.6375E-3,
2.25613E-2,6.3813E-2,3.75E-5,
2.25863E-2,8.3813E-2,5.6375E-3,
2.26113E-2,5.9813E-2,8.375E-4,
2.26363E-2,7.9813E-2,5.6375E-3,
2.26613E-2,6.3813E-2,8.375E-4,
2.26863E-2,7.9813E-2,6.4375E-3,
2.27114E-2,5.9813E-2,8.375E-4,
2.27364E-2,7.5813E-2,5.6375E-3,
2.27614E-2,5.9813E-2,8.375E-4,
2.27864E-2,7.5813E-2,5.6375E-3,
2.28114E-2,5.5813E-2,1.6375E-3,
2.28364E-2,7.1813E-2,6.4375E-3,
2.28614E-2,5.1813E-2,1.6375E-3,
2.28864E-2,6.7813E-2,6.4375E-3,
2.29115E-2,5.1813E-2,1.6375E-3,
2.29365E-2,6.7813E-2,6.4375E-3,
2.29615E-2,4.3813E-2,1.6375E-3,
2.29865E-2,6.3813E-2,6.4375E-3,
2.30115E-2,3.9813E-2,1.6375E-3,
2.30365E-2,5.5813E-2,6.4375E-3,
2.30615E-2,3.1813E-2,8.375E-4,
2.30865E-2,5.1813E-2,5.6375E-3,
2.31116E-2,2.7813E-2,1.6375E-3,
2.31366E-2,4.3813E-2,7.2375E-3,
2.31616E-2,1.9813E-2,1.6375E-3,
2.31866E-2,3.9813E-2,7.2375E-3,
2.32116E-2,1.1813E-2,1.6375E-3,
2.32366E-2,3.1813E-2,6.4375E-3,
2.32616E-2,-1.87E-4,2.4375E-3,
2.32866E-2,2.3813E-2,6.4375E-3,
2.33117E-2,-8.187E-3,2.4375E-3,
2.33367E-2,1.1813E-2,7.2375E-3,
2.33617E-2,-1.6187E-2,2.4375E-3,
2.33867E-2,3.813E-3,7.2375E-3,
2.34117E-2,-2.4187E-2,2.4375E-3,
2.34367E-2,-4.187E-3,8.0375E-3,
2.34617E-2,-3.6187E-2,2.4375E-3,
2.34867E-2,-1.2187E-2,7.2375E-3,
2.35118E-2,-4.4187E-2,3.2375E-3,
2.35368E-2,-2.0187E-2,7.2375E-3,
2.35618E-2,-5.2187E-2,1.6375E-3,
2.35868E-2,-2.8187E-2,7.2375E-3,
2.36118E-2,-6.0187E-2,2.4375E-3,
2.36368E-2,-3.6187E-2,7.2375E-3,
2.36618E-2,-7.2187E-2,2.4375E-3,
2.36868E-2,-4.8187E-2,8.0375E-3,
2.37119E-2,-8.4187E-2,3.2375E-3,
2.37369E-2,-5.6187E-2,8.8375E-3,
2.37619E-2,-9.6187E-2,3.2375E-3,
2.37869E-2,-7.2187E-2,8.0375E-3,
2.38119E-2,-1.08187E-1,3.2375E-3,
2.38369E-2,-8.4187E-2,8.8375E-3,
2.38619E-2,-1.20187E-1,3.2375E-3,
2.38869E-2,-9.6187E-2,8.0375E-3,
2.3912E-2,-1.28187E-1,4.0375E-3,
2.3937E-2,-1.08187E-1,8.0375E-3,
2.3962E-2,-1.36187E-1,3.2375E-3,
2.3987E-2,-1.16187E-1,8.8375E-3,
2.4012E-2,-1.44187E-1,4.0375E-3,
2.4037E-2,-1.24187E-1,8.0375E-3,
2.4062E-2,-1.52187E-1,4.0375E-3,
2.4087E-2,-1.32187E-1,8.8375E-3,
2.41121E-2,-1.60187E-1,3.2375E-3,
2.41371E-2,-1.40187E-1,8.8375E-3,
2.41621E-2,-1.68187E-1,3.2375E-3,
2.41871E-2,-1.48187E-1,8.8375E-3,
2.42121E-2,-1.76187E-1,4.0375E-3,
2.42371E-2,-1.56187E-1,8.8375E-3,
2.42621E-2,-1.80187E-1,3.2375E-3,
2.42871E-2,-1.60187E-1,8.8375E-3,
2.43122E-2,-1.88187E-1,4.8375E-3,
2.43372E-2,-1.68187E-1,8.8375E-3,
2.43622E-2,-1.92187E-1,4.0375E-3,
2.43872E-2,-1.76187E-1,9.6375E-3,
2.44122E-2,-2.00187E-1,4.8375E-3,
2.44372E-2,-1.80187E-1,9.6375E-3,
2.44622E-2,-2.00187E-1,5.6375E-3,
2.44872E-2,-1.80187E-1,9.6375E-3,
2.45123E-2,-2.04187E-1,4.0375E-3,
2.45373E-2,-1.88187E-1,8.8375E-3,
2.45623E-2,-2.04187E-1,4.8375E-3,
2.45873E-2,-1.88187E-1,9.6375E-3,
2.46123E-2,-2.04187E-1,4.8375E-3,
2.46373E-2,-1.92187E-1,1.04375E-2,
2.46623E-2,-2.08187E-1,4.0375E-3,
2.46873E-2,-1.92187E-1,9.6375E-3,
2.47124E-2,-2.12187E-1,4.8375E-3,
2.47374E-2,-1.96187E-1,9.6375E-3,
2.47624E-2,-2.08187E-1,4.8375E-3,
2.47874E-2,-1.92187E-1,1.04375E-2,
2.48124E-2,-2.08187E-1,4.8375E-3,
2.48374E-2,-1.88187E-1,9.6375E-3,
2.48624E-2,-2.00187E-1,4.8375E-3,
2.48874E-2,-1.84187E-1,9.6375E-3,
2.49125E-2,-2.00187E-1,5.6375E-3,
2.49375E-2,-1.80187E-1,1.12375E-2,
2.49625E-2,-1.96187E-1,5.6375E-3,
2.49875E-2,-1.80187E-1,9.6375E-3,
2.50125E-2,-1.92187E-1,6.4375E-3,
2.50375E-2,-1.72187E-1,1.04375E-2,
2.50625E-2,-1.88187E-1,5.6375E-3,
2.50875E-2,-1.68187E-1,9.6375E-3,
2.51126E-2,-1.84187E-1,6.4375E-3,
2.51376E-2,-1.64187E-1,1.04375E-2,
2.51626E-2,-1.80187E-1,5.6375E-3,
2.51876E-2,-1.56187E-1,1.04375E-2,
2.52126E-2,-1.72187E-1,6.4375E-3,
2.52376E-2,-1.52187E-1,1.12375E-2,
2.52626E-2,-1.64187E-1,5.6375E-3,
2.52876E-2,-1.40187E-1,1.04375E-2,
2.53127E-2,-1.56187E-1,6.4375E-3,
2.53377E-2,-1.36187E-1,1.04375E-2,
2.53627E-2,-1.48187E-1,6.4375E-3,
2.53877E-2,-1.28187E-1,1.20375E-2,
2.54127E-2,-1.40187E-1,5.6375E-3,
2.54377E-2,-1.20187E-1,1.12375E-2,
2.54627E-2,-1.36187E-1,6.4375E-3,
2.54877E-2,-1.12187E-1,1.12375E-2,
2.55128E-2,-1.28187E-1,6.4375E-3,
2.55378E-2,-1.08187E-1,1.12375E-2,
2.55628E-2,-1.24187E-1,7.2375E-3,
2.55878E-2,-1.04187E-1,1.12375E-2,
2.56128E-2,-1.16187E-1,7.2375E-3,
2.56378E-2,-9.6187E-2,1.20375E-2,
2.56628E-2,-1.08187E-1,7.2375E-3,
2.56878E-2,-8.4187E-2,1.28375E-2,
2.57129E-2,-9.6187E-2,6.4375E-3,
2.57379E-2,-7.2187E-2,1.12375E-2,
2.57629E-2,-8.4187E-2,7.2375E-3,
2.57879E-2,-6.4187E-2,1.20375E-2,
2.58129E-2,-7.6187E-2,7.2375E-3,
2.58379E-2,-5.2187E-2,1.12375E-2,
2.58629E-2,-6.4187E-2,7.2375E-3,
2.58879E-2,-4.0187E-2,1.28375E-2,
2.5913E-2,-5.2187E-2,8.0375E-3,
2.5938E-2,-2.8187E-2,1.20375E-2,
2.5963E-2,-4.8187E-2,7.2375E-3,
2.5988E-2,-2.4187E-2,1.20375E-2,
2.6013E-2,-4.0187E-2,8.0375E-3,
2.6038E-2,-1.6187E-2,1.20375E-2,
2.6063E-2,-3.2187E-2,8.0375E-3,
2.6088E-2,-8.187E-3,1.28375E-2,
2.61131E-2,-2.4187E-2,7.2375E-3,
2.61381E-2,-1.87E-4,1.20375E-2,
2.61631E-2,-1.6187E-2,8.0375E-3,
2.61881E-2,7.813E-3,1.28375E-2,
2.62131E-2,-4.187E-3,7.2375E-3,
2.62381E-2,1.5813E-2,1.28375E-2,
2.62631E-2,3.813E-3,8.0375E-3,
2.62881E-2,1.9813E-2,1.20375E-2,
2.63132E-2,7.813E-3,8.0375E-3,
2.63382E-2,2.7813E-2,1.20375E-2,
2.63632E-2,1.1813E-2,8.0375E-3,
2.63882E-2,3.5813E-2,1.36375E-2,
2.64132E-2,2.3813E-2,8.8375E-3,
2.64382E-2,4.7813E-2,1.20375E-2,
2.64632E-2,3.5813E-2,8.0375E-3,
2.64882E-2,5.5813E-2,1.28375E-2,
2.65133E-2,4.3813E-2,8.0375E-3,
2.65383E-2,6.3813E-2,1.20375E-2,
2.65633E-2,5.1813E-2,8.8375E-3,
2.65883E-2,7.1813E-2,1.36375E-2,
2.66133E-2,5.5813E-2,8.8375E-3,
2.66383E-2,7.5813E-2,1.36375E-2,
2.66633E-2,6.3813E-2,8.8375E-3,
2.66883E-2,8.7813E-2,1.36375E-2,
2.67134E-2,7.1813E-2,8.8375E-3,
2.67384E-2,9.1813E-2,1.28375E-2,
2.67634E-2,7.9813E-2,8.8375E-3,
2.67884E-2,9.5813E-2,1.36375E-2,
2.68134E-2,8.3813E-2,8.8375E-3,
