0.E+0,-4.62506E-1,
2.50125E-3,-4.46506E-1,
5.0025E-3,-4.58506E-1,
7.50375E-3,-4.46506E-1,
1.0005E-2,-4.62506E-1,
1.25063E-2,-4.38506E-1,
1.50075E-2,-4.58506E-1,
1.75088E-2,-4.42506E-1,
2.001E-2,-4.54506E-1,
2.25113E-2,-4.42506E-1,
2.50125E-2,-4.58506E-1,
2.75138E-2,-4.42506E-1,
3.0015E-2,-4.58506E-1,
3.25163E-2,-4.42506E-1,
3.50175E-2,-4.58506E-1,
3.75188E-2,-4.46506E-1,
4.002E-2,-4.54506E-1,
4.25213E-2,-4.42506E-1,
4.50225E-2,-4.54506E-1,
4.75238E-2,-4.42506E-1,
5.0025E-2,-4.66506E-1,
5.25263E-2,-4.38506E-1,
5.50275E-2,-4.54506E-1,
5.75288E-2,-4.30506E-1,
6.003E-2,-4.50506E-1,
6.25313E-2,-4.30506E-1,
6.50325E-2,-4.54506E-1,
6.75338E-2,-4.34506E-1,
7.0035E-2,-4.54506E-1,
7.25363E-2,-4.38506E-1,
7.50375E-2,-4.50506E-1,
7.75388E-2,-4.34506E-1,
8.004E-2,-4.46506E-1,
8.25413E-2,-4.30506E-1,
8.50425E-2,-4.46506E-1,
8.75438E-2,-4.22506E-1,
9.0045E-2,-4.46506E-1,
9.25463E-2,-4.30506E-1,
9.50475E-2,-4.46506E-1,
9.75488E-2,-4.26506E-1,
1.0005E-1,-4.42506E-1,
1.02551E-1,-4.26506E-1,
1.05053E-1,-4.38506E-1,
1.07554E-1,-4.30506E-1,
1.10055E-1,-4.38506E-1,
1.12556E-1,-4.26506E-1,
1.15058E-1,-4.38506E-1,
1.17559E-1,-4.26506E-1,
1.2006E-1,-4.38506E-1,
1.22561E-1,-4.22506E-1,
1.25063E-1,-4.38506E-1,
1.27564E-1,-4.26506E-1,
1.30065E-1,-4.38506E-1,
1.32566E-1,-4.22506E-1,
1.35068E-1,-4.34506E-1,
1.37569E-1,-4.10506E-1,
1.4007E-1,-4.38506E-1,
1.42571E-1,-4.18506E-1,
1.45073E-1,-4.34506E-1,
1.47574E-1,-4.18506E-1,
1.50075E-1,-4.34506E-1,
1.52576E-1,-4.14506E-1,
1.55078E-1,-4.38506E-1,
1.57579E-1,-4.10506E-1,
1.6008E-1,-4.30506E-1,
1.62581E-1,-4.14506E-1,
1.65083E-1,-4.30506E-1,
1.67584E-1,-4.10506E-1,
1.70085E-1,-4.26506E-1,
1.72586E-1,-4.10506E-1,
1.75088E-1,-4.30506E-1,
1.77589E-1,-4.14506E-1,
1.8009E-1,-4.30506E-1,
1.82591E-1,-4.14506E-1,
1.85093E-1,-4.22506E-1,
1.87594E-1,-4.14506E-1,
1.90095E-1,-4.26506E-1,
1.92596E-1,-4.06506E-1,
1.95098E-1,-4.26506E-1,
1.97599E-1,-4.10506E-1,
2.001E-1,-4.26506E-1,
2.02601E-1,-4.06506E-1,
2.05103E-1,-4.26506E-1,
2.07604E-1,-4.06506E-1,
2.10105E-1,-4.26506E-1,
2.12606E-1,-4.02506E-1,
2.15108E-1,-4.18506E-1,
2.17609E-1,-3.98506E-1,
2.2011E-1,-4.22506E-1,
2.22611E-1,-4.02506E-1,
2.25113E-1,-4.18506E-1,
2.27614E-1,-4.02506E-1,
2.30115E-1,-4.14506E-1,
2.32616E-1,-4.02506E-1,
2.35118E-1,-4.14506E-1,
2.37619E-1,-4.02506E-1,
2.4012E-1,-4.14506E-1,
2.42621E-1,-3.90506E-1,
2.45123E-1,-4.18506E-1,
2.47624E-1,-4.02506E-1,
2.50125E-1,-4.14506E-1,
2.52626E-1,-3.98506E-1,
2.55128E-1,-4.14506E-1,
2.57629E-1,-3.98506E-1,
2.6013E-1,-4.14506E-1,
2.62631E-1,-3.94506E-1,
2.65133E-1,-4.10506E-1,
2.67634E-1,-3.94506E-1,
2.70135E-1,-4.10506E-1,
2.72636E-1,-3.94506E-1,
2.75138E-1,-4.18506E-1,
2.77639E-1,-3.98506E-1,
2.8014E-1,-4.10506E-1,
2.82641E-1,-3.94506E-1,
2.85143E-1,-4.06506E-1,
