Time	Velocity
8.918613e+01	1.121251e+00
2.006789e+02	8.969188e-01
2.886963e+02	1.136140e+00
3.778868e+02	1.121195e+00
4.829205e+02	9.520755e-01
5.685911e+02	1.167261e+00
6.483882e+02	1.253178e+00
7.575321e+02	9.162223e-01
8.443811e+02	1.151424e+00
9.341562e+02	1.113894e+00
1.045047e+03	9.017875e-01
1.131305e+03	1.159313e+00
1.214032e+03	1.208794e+00
1.326686e+03	8.876777e-01
1.405898e+03	1.262429e+00
1.489214e+03	1.200245e+00
1.597178e+03	9.262406e-01
1.677565e+03	1.243974e+00
1.764404e+03	1.151565e+00
1.868263e+03	9.628363e-01
1.953344e+03	1.175363e+00
2.033726e+03	1.244060e+00
2.140515e+03	9.364244e-01
2.223831e+03	1.200244e+00
2.310077e+03	1.159473e+00
2.415108e+03	9.521050e-01
2.505471e+03	1.106642e+00
2.584092e+03	1.271923e+00
2.699672e+03	8.652039e-01
2.783582e+03	1.191752e+00
2.870415e+03	1.151631e+00
2.981894e+03	8.970355e-01
3.064630e+03	1.208654e+00
3.145601e+03	1.235016e+00
3.254141e+03	9.213161e-01
3.335705e+03	1.226034e+00
3.424300e+03	1.128738e+00
3.531671e+03	9.313507e-01
3.618510e+03	1.151547e+00
3.710040e+03	1.092545e+00
3.817416e+03	9.313036e-01
3.899563e+03	1.217327e+00
3.981703e+03	1.217438e+00
4.083802e+03	9.794415e-01
4.167126e+03	1.200138e+00
4.251032e+03	1.191799e+00
4.356062e+03	9.521106e-01
4.446427e+03	1.106626e+00
4.531503e+03	1.175419e+00
4.655313e+03	8.076888e-01
4.766211e+03	9.017275e-01
4.854227e+03	1.136156e+00
4.937542e+03	1.200269e+00
5.074259e+03	7.314393e-01
5.172828e+03	1.014512e+00
5.252040e+03	1.262444e+00
5.335354e+03	1.200279e+00
5.439211e+03	9.628572e-01
5.526640e+03	1.143784e+00
5.607023e+03	1.244051e+00
5.712640e+03	9.468150e-01
5.827064e+03	8.739483e-01
5.901578e+03	1.342016e+00
6.009536e+03	9.262894e-01
6.096381e+03	1.151477e+00
6.175590e+03	1.262485e+00
6.281786e+03	9.416512e-01
6.367459e+03	1.167226e+00
6.437866e+03	1.420318e+00
6.542306e+03	9.574904e-01
