Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 10:47:19 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

58,5	-48,745853404	0,213675	0,015873	-2485,03158017	-0,498585213116
59	-48,419838294	0,241758	0,019536	-2472,58922975	-0,501094150656
59,5	-47,962882689	0,2442	0,021978	-2455,01489358	-0,504681256003
60	-47,636867579	0,261294	0,00854701	-2442,38096619	-0,507291866891
60,5	-47,37552104	0,272283	0,018315	-2432,19599026	-0,50941618396
61	-46,853362413	0,283272	0,017094	-2411,69552491	-0,513746444029
61,5	-46,592550325	0,311355	0,00610501	-2401,38066704	-0,51595318352
62	-46,13559472	0,321123	0,010989	-2383,18869673	-0,519891690364
62,5	-45,80957961	0,346764	0,013431	-2370,11690827	-0,522759023268
63	-45,548233071	0,356532	0,00976801	-2359,58261454	-0,525092867003
63,5	-45,026608895	0,372405	0,023199	-2338,41055219	-0,529847078752
64	-44,700059334	0,384615	0,020757	-2325,05756322	-0,532890032316
64,5	-44,504450268	0,398046	0,017094	-2317,02268454	-0,534737967076
65	-43,917088619	0,41514	0,031746	-2292,73417737	-0,540402813474
65,5	-43,656276531	0,426129	0,02442	-2281,8717072	-0,542975311053
66	-43,394929992	0,43956	0,026862	-2270,93955006	-0,545589159326
66,5	-42,872771365	0,445665	0,030525	-2248,95631384	-0,550922217731
67	-42,546756255	0,461538	0,02442	-2235,13602117	-0,554328679895
67,5	-42,351147189	0,471306	0,015873	-2226,80908128	-0,556401539053
68	-41,76378554	0,499389	0,029304	-2201,64992507	-0,562759767524
68,5	-41,567642023	0,517705	0,013431	-2193,19661341	-0,56492883147
69	-40,980814825	0,549451	0,00976801	-2167,75269129	-0,571559664061
69,5	-40,719468286	0,578755	0,021978	-2156,34776208	-0,574582644687
70	-40,458656198	0,608059	0,00732601	-2144,92142834	-0,577643536788
70,5	-39,936497571	0,630037	0,00854701	-2121,9120227	-0,583907337697
71	-39,675151032	0,652015	0,01221	-2110,32924718	-0,58711217771
71,5	-39,414338944	0,672772	0,00610501	-2098,72638536	-0,590358042213
72	-38,826977295	0,710623	0,015873	-2072,43729217	-0,597846798395
72,5	-38,631368229	0,716728	0,023199	-2063,63375439	-0,600397234908
73	-38,304818668	0,737485	0,018315	-2048,88359613	-0,60471956647
73,5	-37,783194492	0,770452	0,021978	-2025,18410233	-0,611796230562
74	-37,521847953	0,787546	0,021978	-2013,24683245	-0,615423792072
74,5	-37,261035865	0,809524	0,019536	-2001,29221488	-0,619099994886
75	-36,673674216	0,825397	0,034188	-1974,21835463	-0,627590153385
75,5	-36,47806515	0,840049	0,041514	-1965,15575295	-0,63048437669
76	-35,955906523	0,847375	0,045177	-1940,85216466	-0,638379379202
76,5	-35,629356962	0,833944	0,0805861	-1925,57103893	-0,64344548965
77	-35,368544874	0,819292	0,100122	-1913,32119444	-0,647565084002
77,5	-34,911589269	0,818071	0,120879	-1891,7634377	-0,654944468904
78	-34,650777181	0,80464	0,167277	-1879,40510041	-0,65925116396
78,5	-34,063415532	0,770452	0,214896	-1851,4313047	-0,669211975001
79	-33,802068993	0,753358	0,278388	-1838,92164338	-0,673764433878
79,5	-33,541256905	0,717949	0,374847	-1826,39942079	-0,678383920787
80	-33,019098278	0,677656	0,471306	-1801,21584847	-0,68786869772
80,5	-32,75828619	0,619048	0,587302	-1788,58079709	-0,692728000893
81	-32,431736629	0,543346	0,705739	-1772,70887233	-0,698930331619
81,5	-31,975315475	0,448107	0,786325	-1750,42817252	-0,707826816003
82	-31,713968936	0,371184	0,871795	-1737,62015206	-0,713044216559
82,5	-31,453156848	0,285714	0,953602	-1724,80228167	-0,718343205578
83	-30,865795199	0,21978	0,992674	-1695,80534017	-0,730626311079
83,5	-30,670186133	0,156288	1,03663	-1686,1087793	-0,734828034354
84	-30,343636572	0,0940171	1,06349	-1669,87761882	-0,741970540855
84,5	-29,821477945	0,0525031	1,05006	-1643,8112087	-0,753736191504
85	-29,560665857	0,00976801	1,0293	-1630,74008136	-0,759777731693
85,5	-29,299853769	0,00610501	0,953602	-1617,63516356	-0,765932904965
86	-28,777695142	0,00610501	0,809524	-1591,29801834	-0,778609654333
86,5	-28,516348603	0,00610501	0,627595	-1578,06620138	-0,785138163987
87	-28,190333493	0,00610501	0,383394	-1561,51426087	-0,793460572888
87,5	-27,668174866	0,00610501	0,177045	-1534,8989151	-0,807219281874
88	-27,407362778	0,00610501	0,103785	-1521,5569855	-0,814297467535
88,5	-26,885204151	0,00488401	0,0720391	-1494,75131857	-0,828900422839
89	-26,623857612	0,00610501	0,0549451	-1481,28800962	-0,836434232882
89,5	-26,363045524	0,00610501	0,0720391	-1467,82150768	-0,844108083659
90	-25,775683875	0,00488401	0,0598291	-1437,38333552	-0,861983000207
90,5	-25,580074809	0,00610501	0,0622711	-1427,21282233	-0,868125608611
91	-25,253525248	0,00610501	0,0683761	-1410,19717269	-0,878600541823
91,5	-24,797104094	0,00610501	0,0549451	-1386,33761823	-0,893721690665
92	-24,470554533	0,00488401	0,0659341	-1369,21306579	-0,904899340327
92,5	-24,209742445	0,00610501	0,0769231	-1355,50387181	-0,9140512438
93	-23,687583818	0,00610501	0,0573871	-1327,97327107	-0,933000706412
93,5	-23,42677173	0,00610501	0,0647131	-1314,18061358	-0,942792784493
94	-23,165425191	0,00610501	0,0610501	-1300,33237783	-0,952833307182
94,5	-22,643266564	0,00610501	0,047619	-1272,58348775	-0,973609992527
95	-22,382454476	0,00610501	0,0512821	-1258,68351895	-0,984361820382
95,5	-22,121642388	0,00610501	0,0500611	-1244,75746905	-0,995374625828
96	-21,534280739	0,00610501	0,039072	-1213,30131226	-1,02118079613
96,5	-21,338137222	0,00610501	0,029304	-1202,76828197	-1,03012360616
97	-21,012122112	0,00610501	0,031746	-1185,2299407	-1,04536677437
97,5	-20,555166507	0,00610501	0,018315	-1160,58305265	-1,06756685544
98	-20,229151397	0,00610501	0,039072	-1142,95351012	-1,08403359282
98,5	-19,967804858	0,00610501	0,025641	-1128,79422557	-1,09763141229
99	-19,445646231	0,00610501	0,00732601	-1100,43456917	-1,12591882763
99,5	-19,184834143	0,00610501	0,031746	-1086,23488091	-1,14063728
100	-18,924022055	0,00610501	0,01221	-1072,01268485	-1,155769906
100,5	-18,401863428	0,00610501	0,00732601	-1043,47269198	-1,18738133688
101	-18,075313867	0,00610501	0,019536	-1025,58004485	-1,20809682893
101,5	-17,879704801	0,00610501	0,014652	-1014,8460353	-1,22087484889
102	-17,292343152	0,00610501	0,00976801	-982,544096758	-1,2610121053
102,5	-17,031531064	0,00610501	0,023199	-968,167436319	-1,27973731973
103	-16,770184525	0,00610501	0,014652	-953,74119267	-1,2990945652
103,5	-16,248560349	0,00610501	0,01221	-924,888678995	-1,33962067883
104	-15,922010788	0,00610501	0,02442	-906,787127739	-1,3663625807
104,5	-15,726401722	0,00610501	0,018315	-895,929828436	-1,38292080549
105	-15,139040073	0,00610501	0,017094	-863,266018918	-1,43524704187
105,5	-14,943431007	0,00732601	0,031746	-852,36768262	-1,45359804843
106	-14,616881446	0,00610501	0,019536	-834,151938934	-1,48534090993
106,5	-14,094722819	0,00610501	0,019536	-804,968579919	-1,53919051117
107	-13,833910731	0,00610501	0,028083	-790,36664743	-1,56762687802
107,5	-13,572564192	0,00610501	0,020757	-775,718365645	-1,59722916831
108	-13,050940016	0,00610501	0,021978	-746,433762295	-1,65989276288
108,5	-12,789593477	0,00610501	0,032967	-731,738040386	-1,69322890381
109	-12,528781389	0,00610501	0,031746	-717,057193035	-1,72789564352
109,5	-12,006622762	0,00610501	0,031746	-687,621069843	-1,80186450698
110	-11,680607652	0,00610501	0,028083	-669,21320844	-1,8514278923
110,5	-11,484464135	0,00610501	0,02442	-658,127837484	-1,8826129658
111	-10,897102486	0,00610501	0,019536	-624,886522544	-1,9827599977
111,5	-10,636290398	0,00610501	0,028083	-610,104786038	-2,03079868959
112	-10,309740837	0,00610501	0,00732601	-591,579538172	-2,09439292615
112,5	-9,788116661	0,00610501	0,010989	-561,948037833	-2,20483019173
113	-9,526770122	0,00610501	0,021978	-547,084259974	-2,26473340699
113,5	-9,265958034	0,00488401	0,00854701	-532,239530464	-2,32789924288
114	-8,743799407	0,00610501	0,014652	-502,486818871	-2,46573632077
114,5	-8,482987319	0,00610501	0,019536	-487,609906531	-2,54096560264
115	-8,22164078	0,00610501	0,00610501	-472,692374113	-2,62115504259
115,5	-7,699482153	0,00610501	0,014652	-442,858670716	-2,7977322833
116	-7,373467043	0,00610501	0,015873	-424,212882343	-2,92070338165
116,5	-6,916511438	0,00610501	0,00610501	-398,055231112	-3,1126333814
117	-6,590496328	0,00610501	0,018315	-379,377474337	-3,26587655781
117,5	-6,329149789	0,00610501	0,015873	-364,395750882	-3,40014941722
118	-5,807525613	0,00610501	0,010989	-334,471221111	-3,7043545806
118,5	-5,546179074	0,00610501	0,018315	-319,467716433	-3,878326154
119	-5,220163964	0,00610501	0,021978	-300,742406818	-4,11980476286
119,5	-4,698005337	0,00610501	0,017094	-270,73118121	-4,57649537989
120	-4,436658798	0,00610501	0,030525	-255,701610203	-4,845491583
120,5	-3,915034622	0,00610501	0,025641	-225,688343314	-5,48987148298
121	-3,653688083	0,00610501	0,025641	-210,643769077	-5,88196843149
121,5	-3,392875995	0,00610501	0,037851	-195,625591419	-6,33352717818
122	-3,131529456	0,00610501	0,026862	-180,572573006	-6,86150714571
122,5	-2,544702258	0,00610501	0,031746	-146,759328814	-8,44239347517
123	-2,283355719	0,00610501	0,040293	-131,695259034	-9,40808354899
123,5	-1,892137587	0,00610501	0,037851	-109,140339422	-11,3523561184
124	-1,500385004	0,00610501	0,035409	-86,5495087845	-14,3155058579
124,5	-1,304775938	0,100122	0,301587	-75,2679227794	-16,4611956096
125	-0,782617311	1,36874	1,42857	-45,1489312617	-27,4425100523
125,5	-0,45606775	4,99878	2,79976	-26,3109364791	-47,0906841717
126	-0,195255662	5	3,57387	-11,2645623965	-109,990957162
126,5	0,326902965	4,99878	3,08547	18,8594069832	65,6966574349
127	0,587715053	5	1,89011	33,9055448453	36,5426954693
127,5	0,849061592	1,35409	0,717949	48,9818100278	25,2951044336
128	1,436423241	0,167277	0,128205	82,8606732699	14,9528111601
128,5	1,697235329	0,00610501	0,039072	97,9016646594	12,6555560042
129	1,958047417	0,00610501	0,034188	112,940627435	10,9703658298
129,5	2,480206044	0,00610501	0,014652	143,042025086	8,66179012258
130	2,741552583	0,00610501	0,021978	158,103824073	7,83662259448
130,5	3,002364671	0,00488401	0,02442	173,131542631	7,15640824987
131	3,58972632	0,00610501	0,021978	206,961091293	5,98663252236
131,5	3,785335386	0,00610501	0,017094	218,222694446	5,67768628806
132	4,111884947	0,00610501	0,032967	237,017069901	5,22747159316
132,5	4,372697035	0,00610501	0,023199	252,022461517	4,91622846845
133	4,894855662	0,00610501	0,026862	282,047988328	4,39286948064
133,5	5,15566775	0,00610501	0,037851	297,036768887	4,17120077303
134	5,482217311	0,00610501	0,02442	315,794745139	3,92343450635
134,5	5,939172916	0,00610501	0,029304	342,026275168	3,62252870599
135	6,199985004	0,00610501	0,023199	356,988544345	3,47069960543
135,5	6,722143631	0,00610501	0,017094	386,921202718	3,20220238978
136	7,048158741	0,00610501	0,026862	405,59382815	3,05478021116
136,5	7,30950528	0,00610501	0,020757	420,553085395	2,94612034254
137	7,831129456	0,00610501	0,010989	450,383947476	2,75098614625
137,5	8,092475995	0,00610501	0,025641	465,316060679	2,66270628654
138	8,353288083	0,00610501	0,015873	480,20798641	2,58013201584
138,5	8,87544671	0,00610501	0,010989	509,99214251	2,42944919485
139	9,201996271	0,00488401	0,015873	528,597301459	2,34393932126
139,5	9,397605337	0,00610501	0,01221	539,733942103	2,29557547404
140	9,984966986	0,00610501	0,00732601	573,135966119	2,16179069757
140,5	10,245779074	0,00610501	0,015873	587,948700018	2,10732671058
141	10,507125613	0,00610501	0,01221	602,779567347	2,05547776852
141,5	10,767937701	0,00610501	0,00610501	617,567602959	2,00625809071
142	11,290096328	0,00610501	0,018315	647,135214903	1,91459214623
142,5	11,550908416	0,00610501	0,00854701	661,883914785	1,87192946123
143	11,877457977	0,00610501	0,00610501	680,330640484	1,8211733035
143,5	12,333879131	0,00610501	0,018315	706,076625936	1,75476705288
144	12,660428692	0,00610501	0,013431	724,46936209	1,7102172498
144,5	12,92124078	0,00610501	0,00732601	739,142594133	1,67626654158
145	13,443399407	0,00610501	0,014652	768,472795771	1,61228869365
145,5	13,704211495	0,00610501	0,00732601	783,099136835	1,58217515729
146	14,226370122	0,00610501	0,00976801	812,332724293	1,52523708937
146,5	14,487716661	0,00610501	0,026862	826,939295883	1,49829619437
147	14,813731771	0,00610501	0,00854701	845,136019425	1,46603620189
147,5	15,270687376	0,00610501	0,010989	870,595076242	1,42316449267
148	15,596702486	0,00610501	0,018315	888,725095043	1,394131894
148,5	15,858049025	0,00610501	0,017094	903,238080963	1,37173135867
149	16,380207652	0,00610501	0,013431	932,177791326	1,32914558953
149,5	16,64101974	0,00610501	0,030525	946,603992894	1,30888947152
150	16,901831828	0,00610501	0,020757	961,010579938	1,28926780398
150,5	17,163178367	0,00610501	0,021978	975,426714183	1,27021331483
151	17,750540016	0,00610501	0,03663	1007,75165091	1,229469581
151,5	18,011352104	0,00488401	0,021978	1022,07146474	1,21224399932
152	18,272164192	0,00610501	0,031746	1036,37010028	1,1955188592
152,5	18,729119797	0,00610501	0,030525	1061,37006194	1,16735909975
153	19,055669358	0,00610501	0,021978	1079,19426414	1,14807874835
153,5	19,316481446	0,00610501	0,025641	1093,40513599	1,1331572893
154	19,838640073	0,00610501	0,03663	1121,78761997	1,10448713994
154,5	20,099452161	0,00488401	0,026862	1135,92959323	1,09073661553
155	20,3607987	0,00488401	0,031746	1150,07693583	1,07731923091
155,5	20,882422876	0,00610501	0,043956	1178,24192618	1,05156672197
156	21,208972437	0,00610501	0,035409	1195,82434663	1,03610534732
156,5	21,469784525	0,00610501	0,03663	1209,83938801	1,02410287868
157	21,731131064	0,00610501	0,04884	1223,85800243	1,01237234838
157,5	22,253289691	0,00610501	0,047619	1251,79001285	0,989782621113
158	22,514101779	0,00610501	0,042735	1265,70293411	0,978902684517
158,5	22,774913867	0,00610501	0,0573871	1279,58962882	0,968279182715
159	23,297072494	0,00610501	0,0573871	1307,31150752	0,947746572165
159,5	23,558419033	0,00488401	0,0634921	1321,14600595	0,93782215926
160	23,819231121	0,00610501	0,0659341	1334,92480974	0,928142162732
160,5	24,40659277	0,00610501	0,0744811	1365,85362704	0,90712502092
161	24,667404858	0,00488401	0,0671551	1379,54143372	0,898124528714
161,5	24,928751397	0,00610501	0,0891331	1393,22861567	0,889301286281
162	25,450375573	0,00610501	0,0732601	1420,46005107	0,872252619191
162,5	25,711722112	0,00610501	0,0659341	1434,05954025	0,863980863573
163	25,9725342	0,00610501	0,0940171	1447,6014733	0,855898548634
163,5	26,494692827	0,00610501	0,0976801	1474,62266753	0,840214942632
164	26,821242388	0,00610501	0,101343	1491,4591816	0,83073007648
164,5	27,277663542	0,00610501	0,141636	1514,91042271	0,817870140322
165	27,604213103	0,00488401	0,235653	1531,62986259	0,808942180003
165,5	27,865025191	0,00610501	0,42735	1544,94781297	0,801968836486
166	28,321980796	0,00610501	0,733822	1568,20417223	0,790075694186
166,5	28,647995906	0,00610501	1,03541	1584,73554577	0,781833917533
167	28,974545467	0,00610501	1,30769	1601,2425853	0,773774074819
