Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:28:54 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

54	55,337944395	0,00610501	0,025641	2718,82395158	0,455711742306
54,5	55,077132307	0,00732601	0,026862	2710,23826872	0,457155377924
55	54,815785768	0,00732601	0,035409	2701,57866094	0,458620738279
55,5	54,22895857	0,00610501	0,028083	2681,92985951	0,461980761953
56	53,967612031	0,00854701	0,030525	2673,08849393	0,463508784993
56,5	53,706799943	0,00610501	0,00976801	2664,20976308	0,465053471829
57	53,445453404	0,00976801	0,019536	2655,2574635	0,466621416956
57,5	52,923829228	0,01221	0,00732601	2637,22449405	0,469812108448
58	52,662482689	0,018315	0,00732601	2628,10724644	0,471441948071
58,5	52,401670601	0,015873	0,010989	2618,95413073	0,473089614462
59	52,140324062	0,019536	0,00610501	2609,72782466	0,474762152701
59,5	51,618699886	0,028083	0,00854701	2591,15080074	0,478165917493
60	51,357353347	0,045177	0,021978	2581,76240159	0,479904734547
60,5	51,031338237	0,0537241	0,015873	2569,9756263	0,482105739572
61	50,83519472	0,0744811	0,030525	2562,84412467	0,483447271753
61,5	50,50917961	0,0769231	0,026862	2550,92426733	0,485706304914
62	49,987020983	0,0842491	0,026862	2531,6610458	0,489402008241
62,5	49,726208895	0,0940171	0,032967	2521,96045182	0,491284468441
63	49,464862356	0,0891331	0,020757	2512,18756158	0,493195659013
63,5	49,204050268	0,0964591	0,00732601	2502,38254845	0,495128133293
64	48,681891641	0,105006	0,017094	2482,59681408	0,499074192383
64,5	48,421079553	0,124542	0,00732601	2472,63675441	0,501084519508
65	48,159733014	0,130647	0,00732601	2462,60489197	0,503125777115
65,5	47,898920926	0,142857	0,017094	2452,54246468	0,505190029467
66	47,376762299	0,166056	0,00610501	2432,24448332	0,509406027435
66,5	47,050747189	0,167277	0,015873	2419,46868638	0,512095902284
67	46,78940065	0,184371	0,023199	2409,17051771	0,514284892204
67,5	46,528588562	0,184371	0,023199	2398,84343711	0,516498901442
68	46,006429935	0,190476	0,032967	2378,0189561	0,521021919032
68,5	45,745617847	0,190476	0,019536	2367,54330197	0,523327281478
69	45,484271308	0,200244	0,00976801	2356,99697287	0,525668897441
69,5	45,22345922	0,199023	0,020757	2346,42332153	0,528037711112
70	44,962112681	0,20757	0,00610501	2335,77923338	0,530443965891
70,5	44,440488505	0,224664	0,00976801	2314,3895142	0,535346359116
71	44,179141966	0,236874	0,00976801	2303,60049665	0,537853678101
71,5	43,918329878	0,25641	0,00976801	2292,78576072	0,540390655432
72	43,656983339	0,251526	0,026862	2281,90120879	0,542968291189
72,5	43,06962169	0,263736	0,025641	2257,26588107	0,548894133559
73	42,808809602	0,264957	0,035409	2246,25060155	0,551585828912
73,5	42,547997514	0,273504	0,026862	2235,18877761	0,554315596254
74	42,286650975	0,277167	0,00732601	2224,05782849	0,557089831088
74,5	41,764492348	0,294261	0,020757	2201,68034019	0,562751993278
75	41,50368026	0,315018	0,00610501	2190,43445376	0,565641212352
75,5	41,242868172	0,340659	0,00732601	2179,14317947	0,568572093689
76	40,981521633	0,371184	0,018315	2167,78347471	0,571551547678
76,5	40,459363006	0,372405	0,00732601	2144,95245419	0,577635181413
77	40,198550918	0,400488	0,032967	2133,4817958	0,580740835211
