2500,000	1,620
2600,000	0,240
2700,000	0,300
2800,000	0,500
2900,000	0,510
3000,000	0,550
3100,000	0,690
3200,000	0,700
3300,000	0,790
3400,000	0,800
3500,000	0,930
3600,000	0,990
3700,000	0,950
3800,000	0,880
3900,000	1,250
4000,000	1,610
