10,000	100008,960	31699,000
-10,000	100007,936	31836,000
9,900	100008,960	31138,000
-9,900	100008,960	31813,000
9,800	100006,912	31672,000
-9,800	100006,912	31729,000
9,700	100008,960	32041,000
-9,700	100004,864	31803,000
9,600	100005,888	31666,000
-9,600	100006,912	31387,000
9,500	100006,912	31292,000
-9,500	100007,936	31764,000
9,400	100005,888	31685,000
-9,400	100005,888	31333,000
9,300	100006,912	31593,000
-9,300	100005,888	31558,000
9,200	100008,960	31758,000
-9,200	100008,960	31649,000
9,100	100005,888	31322,000
-9,100	100006,912	31853,000
9,000	100007,936	31531,000
-9,000	100006,912	31668,000
8,900	100007,936	31638,000
-8,900	100006,912	31691,000
8,800	100008,960	31424,000
-8,800	100007,936	31212,000
8,700	100007,936	31650,000
-8,700	100006,912	31584,000
8,600	100004,864	31697,000
-8,600	100006,912	31456,000
8,500	100004,864	31483,000
-8,500	100003,840	31771,000
8,400	100005,888	31677,000
-8,400	100006,912	31755,000
8,300	100006,912	31547,000
-8,300	100005,888	31768,000
8,200	100006,912	32072,000
-8,200	100004,864	31823,000
8,100	100007,936	31523,000
-8,100	100005,888	31856,000
8,000	100005,888	31565,000
-8,000	100005,888	31624,000
7,900	100008,960	31804,000
-7,900	100007,936	31384,000
7,800	100006,912	31332,000
-7,800	100006,912	31846,000
7,700	100007,936	31403,000
-7,700	100008,960	31735,000
7,600	100006,912	31674,000
-7,600	100006,912	31669,000
7,500	100005,888	31655,000
-7,500	100004,864	31475,000
7,400	100007,936	31904,000
-7,400	100005,888	31800,000
7,300	100009,984	31661,000
-7,300	100004,864	31713,000
7,200	100004,864	32122,000
-7,200	100006,912	31827,000
