0,100	100002,816	28594,000
-0,100	100002,816	30466,000
0,300	100001,792	28007,000
-0,300	100001,792	31327,000
0,400	100001,792	29388,000
-0,400	100002,816	31274,000
0,500	100002,816	30363,000
-0,500	100002,816	31266,000
0,900	300007,424	94548,000
-0,900	300007,424	95825,000
0,800	300007,424	94140,000
-0,800	300007,424	95118,000
0,700	300008,448	93611,000
-0,700	300007,424	94821,000
0,600	300007,424	92884,000
-0,600	300007,424	95405,000
0,500	300007,424	91123,000
-0,500	300007,424	94733,000
0,400	300007,424	87689,000
-0,400	300008,448	94268,000
0,300	300007,424	84598,000
-0,300	300008,448	94021,000
0,200	300008,448	83531,000
-0,200	300007,424	93242,000
0,100	300008,448	85346,000
-0,100	300007,424	91174,000
0,050	400011,264	115768,000
-0,050	400007,168	120590,000
0,150	400010,240	112712,000
-0,150	400011,264	123820,000
0,250	400010,240	111639,000
-0,250	400010,240	125163,000
0,350	400010,240	114806,000
-0,350	400011,264	125968,000
0,450	400011,264	119326,000
-0,450	400009,216	126550,000
0,550	400011,264	123588,000
-0,550	400011,264	127077,000
0,650	400010,240	124440,000
-0,650	400009,216	126836,000
