15.01	0.05	13.36	0.2
16.18	0.05	16.38	0.38
17.55	0.06	16.31	0.28
19.35	0.08	17.47	0.36
21.28	0.09	20.05	0.42
22.52	0.1	22.46	0.42
24.06	0.12	23.55	0.61
25.61	0.13	24.48	0.77
26.88	0.15	25.41	0.17
29.81	0.18	26.39	0.45

