115.88	0.43	12.69	0.37
120.07	0.46	13.56	0.16
123.43	0.49	13.14	0.16
131.43	0.55	14.16	0.11
140.56	0.63	16.1	0.21
147.07	0.69	16.56	0.09
155.49	0.77	17.32	0.42
162.23	0.84	17.14	0.04
171.8	0.94	18.13	0.19
181.67	1.06	19.45	0.43

