44.179	0.156	4.770	0.270
60.937	0.297	7.663	0.239
84.440	0.571	9.791	0.334
91.233	0.667	11.308	0.252
99.480	0.794	11.872	0.214
117.202	1.103	14.605	0.420
126.907	1.295	16.123	0.496
133.259	1.428	17.130	0.572
143.550	1.659	18.514	0.458
153.248	1.892	19.721	0.371

