36.5	0.01	-13.44	0.31
37	0.01	-12.64	0.13
37.5	0.01	-12.01	0.08
38	0.01	-11.79	0.08
38.5	0.01	-10.65	0.09
39	0.01	-9.92	0.05
39.5	0.01	-9.16	0.12
40	0.01	-8.42	0.06
40.5	0.01	-8.23	0.1
41	0.01	-7.91	0.08
51.5	0.01	6.44	0.05
52	0.01	6.89	0.09
52.5	0.01	8.1	0.06
53	0.01	9.1	0.04
53.5	0.01	9.28	0.13
54	0.01	10.1	0.05
54.5	0.01	11.27	0.17
55	0.01	11.3	0.23
55.5	0.01	12.28	0.11
56	0.01	12.87	0.29

