51	0.01	5.98	0.2
51.5	0.01	7.27	0.1
52	0.01	7.22	0.04
52.5	0.01	7.51	0.08
53	0.01	8.03	0.07
53.5	0.01	8.68	0.07
54	0.01	9.88	0.07
54.5	0.01	10.71	0.22
55	0.01	11.19	0.02
55.5	0.01	12.66	0.14
56	0.01	13.38	0.24
